county,fips,date,total_cases,new_cases,total_confirmed,new_confirmed,total_probable,new_probable,pos_tests,new_pos_tests,neg_tests,new_neg_tests,total_tests,new_tests,new_deaths,total_deaths,new_hospitalized,total_hospitalized,total_deaths_by_dod,new_deaths_by_dod
Davidson,47037,12/26/2020,59040,276,57294,257,1746,19,70583,306,680154,1746,750737,2052,0,538,9,2083,593,6
Davidson,47037,12/25/2020,58764,557,57037,511,1727,46,70277,642,678408,3032,748685,3674,1,538,4,2074,587,2
Davidson,47037,12/24/2020,58207,667,56526,612,1681,55,69635,750,675376,4727,745011,5477,8,537,6,2070,585,15
Davidson,47037,12/23/2020,57540,591,55914,501,1626,90,68885,598,670649,2920,739534,3518,4,529,9,2064,570,8
Davidson,47037,12/22/2020,56949,704,55413,656,1536,48,68287,786,667729,5531,736016,6317,7,525,13,2055,562,12
Davidson,47037,12/21/2020,56245,451,54757,409,1488,42,67501,483,662198,2234,729699,2717,15,518,9,2042,550,8
Davidson,47037,12/20/2020,55794,894,54348,831,1446,63,67018,1030,659964,7375,726982,8405,5,503,16,2033,542,5
Davidson,47037,12/19/2020,54900,726,53517,697,1383,29,65988,858,652589,5726,718577,6584,3,498,4,2017,537,5
Davidson,47037,12/18/2020,54174,697,52820,635,1354,62,65130,738,646863,3952,711993,4690,6,495,8,2013,532,7
Davidson,47037,12/17/2020,53477,859,52185,802,1292,57,64392,965,642911,4327,707303,5292,8,489,14,2005,525,7
Davidson,47037,12/16/2020,52618,728,51383,643,1235,85,63427,753,638584,3759,702011,4512,1,481,14,1991,518,3
Davidson,47037,12/15/2020,51890,965,50740,893,1150,72,62674,1060,634825,6042,697499,7102,-1,480,15,1977,515,2
Davidson,47037,12/14/2020,50925,784,49847,748,1078,36,61614,883,628783,4546,690397,5429,6,481,23,1962,513,5
Davidson,47037,12/13/2020,50141,859,49099,807,1042,52,60731,916,624237,5814,684968,6730,5,475,24,1939,508,5
Davidson,47037,12/12/2020,49282,831,48292,752,990,79,59815,890,618423,4685,678238,5575,9,470,16,1915,503,9
Davidson,47037,12/11/2020,48451,516,47540,499,911,17,58925,569,613738,3285,672663,3854,5,461,21,1899,494,6
Davidson,47037,12/10/2020,47935,785,47041,755,894,30,58356,903,610453,5670,668809,6573,2,456,17,1878,488,7
Davidson,47037,12/9/2020,47150,372,46286,328,864,44,57453,350,604783,1980,662236,2330,6,454,16,1861,481,2
Davidson,47037,12/8/2020,46778,706,45958,671,820,35,57103,769,602803,5036,659906,5805,8,448,16,1845,479,2
Davidson,47037,12/7/2020,46072,495,45287,479,785,16,56334,544,597767,3105,654101,3649,2,440,11,1829,477,5
Davidson,47037,12/6/2020,45577,318,44808,306,769,12,55790,361,594662,1249,650452,1610,3,438,2,1818,472,3
Davidson,47037,12/5/2020,45259,293,44502,274,757,19,55429,318,593413,3003,648842,3321,1,435,17,1816,469,5
Davidson,47037,12/4/2020,44966,558,44228,523,738,35,55111,600,590410,3109,645521,3709,5,434,7,1799,464,4
Davidson,47037,12/3/2020,44408,464,43705,447,703,17,54511,521,587301,3326,641812,3847,4,429,13,1792,460,6
Davidson,47037,12/2/2020,43944,296,43258,276,686,20,53990,326,583975,1688,637965,2014,2,425,4,1779,454,6
Davidson,47037,12/1/2020,43648,590,42982,554,666,36,53664,672,582287,4503,635951,5175,2,423,7,1775,448,5
Davidson,47037,11/30/2020,43058,531,42428,518,630,13,52992,618,577784,5630,630776,6248,1,421,7,1768,443,4
Davidson,47037,11/29/2020,42527,391,41910,379,617,12,52374,463,572154,5244,624528,5707,0,420,4,1761,439,1
Davidson,47037,11/28/2020,42136,438,41531,423,605,15,51911,497,566910,3951,618821,4448,1,420,10,1757,438,3
Davidson,47037,11/27/2020,41698,570,41108,556,590,14,51414,682,562959,4752,614373,5434,0,419,8,1747,435,3
Davidson,47037,11/26/2020,41128,727,40552,719,576,8,50732,862,558207,7386,608939,8248,7,419,7,1739,432,1
Davidson,47037,11/25/2020,40401,145,39833,115,568,30,49870,138,550821,2307,600691,2445,3,412,3,1732,431,3
Davidson,47037,11/24/2020,40256,54,39718,50,538,4,49732,54,548514,670,598246,724,2,409,4,1729,428,4
Davidson,47037,11/23/2020,40202,152,39668,146,534,6,49678,181,547844,1226,597522,1407,5,407,3,1725,424,2
Davidson,47037,11/22/2020,40050,562,39522,548,528,14,49497,652,546618,6412,596115,7064,2,402,14,1722,422,4
Davidson,47037,11/21/2020,39488,164,38974,156,514,8,48845,185,540206,1703,589051,1888,1,400,3,1708,418,5
Davidson,47037,11/20/2020,39324,464,38818,443,506,21,48660,517,538503,2892,587163,3409,6,399,4,1705,413,4
Davidson,47037,11/19/2020,38860,132,38375,124,485,8,48143,146,535611,1287,583754,1433,2,393,7,1701,409,5
Davidson,47037,11/18/2020,38728,291,38251,273,477,18,47997,344,534324,3246,582321,3590,1,391,10,1694,404,3
Davidson,47037,11/17/2020,38437,368,37978,366,459,2,47653,437,531078,2829,578731,3266,3,390,7,1684,401,1
Davidson,47037,11/16/2020,38069,513,37612,506,457,7,47216,597,528249,4814,575465,5411,5,387,17,1677,400,1
Davidson,47037,11/15/2020,37556,567,37106,547,450,20,46619,653,523435,8790,570054,9443,2,382,14,1660,399,2
Davidson,47037,11/14/2020,36989,378,36559,370,430,8,45966,431,514645,4295,560611,4726,1,380,7,1646,397,3
Davidson,47037,11/13/2020,36611,435,36189,424,422,11,45535,482,510350,3861,555885,4343,5,379,13,1639,394,3
Davidson,47037,11/12/2020,36176,233,35765,220,411,13,45053,258,506489,2853,551542,3111,0,374,3,1626,391,2
Davidson,47037,11/11/2020,35943,450,35545,436,398,14,44795,528,503636,4565,548431,5093,5,374,9,1623,389,2
Davidson,47037,11/10/2020,35493,376,35109,360,384,16,44267,418,499071,5935,543338,6353,3,369,11,1614,387,5
Davidson,47037,11/9/2020,35117,225,34749,219,368,6,43849,265,493136,2557,536985,2822,1,366,3,1603,382,3
Davidson,47037,11/8/2020,34892,394,34530,383,362,11,43584,423,490579,7386,534163,7809,0,365,9,1600,379,2
Davidson,47037,11/7/2020,34498,460,34147,453,351,7,43161,524,483193,4985,526354,5509,3,365,21,1591,377,0
Davidson,47037,11/6/2020,34038,384,33694,365,344,19,42637,440,478208,4714,520845,5154,2,362,8,1570,377,2
Davidson,47037,11/5/2020,33654,96,33329,85,325,11,42197,107,473494,1559,515691,1666,3,360,6,1562,375,3
Davidson,47037,11/4/2020,33558,265,33244,261,314,4,42090,311,471935,4303,514025,4614,2,357,6,1556,372,4
Davidson,47037,11/3/2020,33293,400,32983,397,310,3,41779,504,467632,4758,509411,5262,2,355,9,1550,368,3
Davidson,47037,11/2/2020,32893,214,32586,214,307,0,41275,274,462874,2690,504149,2964,1,353,6,1541,365,1
Davidson,47037,11/1/2020,32679,216,32372,206,307,10,41001,246,460184,5073,501185,5319,0,352,8,1535,364,0
Davidson,47037,10/31/2020,32463,3,32166,3,297,0,40755,3,455111,26,495866,29,2,352,0,1527,364,1
Davidson,47037,10/30/2020,32460,206,32163,201,297,5,40752,224,455085,2722,495837,2946,5,350,10,1527,363,6
Davidson,47037,10/29/2020,32254,175,31962,168,292,7,40528,198,452363,2184,492891,2382,-1,345,3,1517,357,2
Davidson,47037,10/28/2020,32079,232,31794,221,285,11,40330,273,450179,2913,490509,3186,5,346,11,1514,355,3
Davidson,47037,10/27/2020,31847,293,31573,286,274,7,40057,338,447266,5421,487323,5759,-2,341,14,1503,352,0
Davidson,47037,10/26/2020,31554,129,31287,127,267,2,39719,137,441845,1520,481564,1657,6,343,1,1489,352,0
Davidson,47037,10/25/2020,31425,289,31160,287,265,2,39582,381,440325,4947,479907,5328,1,337,10,1488,352,1
Davidson,47037,10/24/2020,31136,411,30873,406,263,5,39201,494,435378,6229,474579,6723,3,336,8,1478,351,1
Davidson,47037,10/23/2020,30725,228,30467,223,258,5,38707,256,429149,4421,467856,4677,3,333,11,1470,350,1
Davidson,47037,10/22/2020,30497,215,30244,209,253,6,38451,257,424728,3692,463179,3949,2,330,9,1459,349,2
Davidson,47037,10/21/2020,30282,147,30035,144,247,3,38194,174,421036,2024,459230,2198,2,328,4,1450,347,2
Davidson,47037,10/20/2020,30135,169,29891,162,244,7,38020,202,419012,3355,457032,3557,1,326,5,1446,345,2
Davidson,47037,10/19/2020,29966,264,29729,261,237,3,37818,291,415657,3458,453475,3749,0,325,8,1441,343,2
Davidson,47037,10/18/2020,29702,285,29468,281,234,4,37527,381,412199,7426,449726,7807,0,325,5,1433,341,0
Davidson,47037,10/17/2020,29417,247,29187,244,230,3,37146,278,404773,4237,441919,4515,1,325,8,1428,341,0
Davidson,47037,10/16/2020,29170,169,28943,165,227,4,36868,195,400536,2233,437404,2428,0,324,5,1420,341,2
Davidson,47037,10/15/2020,29001,114,28778,109,223,5,36673,140,398303,1890,434976,2030,1,324,7,1415,339,4
Davidson,47037,10/14/2020,28887,128,28669,123,218,5,36533,128,396413,2504,432946,2632,1,323,6,1408,335,4
Davidson,47037,10/13/2020,28759,131,28546,124,213,7,36405,150,393909,1832,430314,1982,1,322,6,1402,331,2
Davidson,47037,10/12/2020,28628,120,28422,119,206,1,36255,139,392077,3524,428332,3663,0,321,9,1396,329,1
Davidson,47037,10/11/2020,28508,224,28303,218,205,6,36116,267,388553,6711,424669,6978,0,321,17,1387,328,1
Davidson,47037,10/10/2020,28284,168,28085,166,199,2,35849,194,381842,4076,417691,4270,0,321,5,1370,327,1
Davidson,47037,10/9/2020,28116,122,27919,121,197,1,35655,154,377766,7707,413421,7861,2,321,1,1365,326,0
Davidson,47037,10/8/2020,27994,179,27798,173,196,6,35501,191,370059,3299,405560,3490,0,319,7,1364,326,1
Davidson,47037,10/7/2020,27815,107,27625,105,190,2,35310,119,366760,2767,402070,2886,2,319,12,1357,325,0
Davidson,47037,10/6/2020,27708,142,27520,141,188,1,35191,165,363993,2948,399184,3113,1,317,7,1345,325,0
Davidson,47037,10/5/2020,27566,165,27379,163,187,2,35026,186,361045,6043,396071,6229,0,316,5,1338,325,2
Davidson,47037,10/4/2020,27401,181,27216,173,185,8,34840,220,355002,5751,389842,5971,3,316,6,1333,323,1
Davidson,47037,10/3/2020,27220,122,27043,119,177,3,34620,151,349251,3895,383871,4046,0,313,3,1327,322,0
Davidson,47037,10/2/2020,27098,52,26924,51,174,1,34469,62,345356,1877,379825,1939,0,313,3,1324,322,1
Davidson,47037,10/1/2020,27046,42,26873,42,173,0,34407,50,343479,2353,377886,2403,1,313,1,1321,321,1
Davidson,47037,9/30/2020,27004,58,26831,55,173,3,34357,68,341126,1658,375483,1726,1,312,0,1320,320,2
Davidson,47037,9/29/2020,26946,120,26776,114,170,6,34289,148,339468,3030,373757,3178,4,311,2,1320,318,2
Davidson,47037,9/28/2020,26826,41,26662,39,164,2,34141,50,336438,1088,370579,1138,1,307,2,1318,316,1
Davidson,47037,9/27/2020,26785,89,26623,88,162,1,34091,109,335350,4976,369441,5085,0,306,4,1316,315,0
Davidson,47037,9/26/2020,26696,196,26535,196,161,0,33982,239,330374,6073,364356,6312,3,306,7,1312,315,2
Davidson,47037,9/25/2020,26500,84,26339,83,161,1,33743,104,324301,3439,358044,3543,5,303,3,1305,313,3
Davidson,47037,9/24/2020,26416,77,26256,73,160,4,33639,88,320862,3253,354501,3341,1,298,1,1302,310,1
Davidson,47037,9/23/2020,26339,55,26183,53,156,2,33551,70,317609,1317,351160,1387,3,297,1,1301,309,0
Davidson,47037,9/22/2020,26284,124,26130,119,154,5,33481,163,316292,3827,349773,3990,1,294,1,1300,309,2
Davidson,47037,9/21/2020,26160,46,26011,45,149,1,33318,52,312465,802,345783,854,4,293,5,1299,307,0
Davidson,47037,9/20/2020,26114,41,25966,40,148,1,33266,63,311663,2904,344929,2967,0,289,2,1294,307,1
Davidson,47037,9/19/2020,26073,153,25926,152,147,1,33203,192,308759,13887,341962,14079,2,289,6,1292,306,1
Davidson,47037,9/18/2020,25920,94,25774,93,146,1,33011,114,294872,4000,327883,4114,3,287,0,1286,305,2
Davidson,47037,9/17/2020,25826,129,25681,129,145,0,32897,151,290872,2368,323769,2519,0,284,4,1286,303,0
Davidson,47037,9/16/2020,25697,68,25552,65,145,3,32746,75,288504,1709,321250,1784,1,284,3,1282,303,1
Davidson,47037,9/15/2020,25629,152,25487,140,142,12,32671,179,286795,3166,319466,3345,2,283,2,1279,302,1
Davidson,47037,9/14/2020,25477,110,25347,104,130,6,32492,124,283629,1939,316121,2063,2,281,4,1277,301,3
Davidson,47037,9/13/2020,25367,86,25243,86,124,0,32368,143,281690,2104,314058,2247,2,279,1,1273,298,0
Davidson,47037,9/12/2020,25281,90,25157,89,124,1,32225,168,279586,3301,311811,3469,3,277,3,1272,298,2
Davidson,47037,9/11/2020,25191,70,25068,69,123,1,32057,89,276285,1647,308342,1736,0,274,1,1269,296,3
Davidson,47037,9/10/2020,25121,141,24999,138,122,3,31968,169,274638,3023,306606,3192,5,274,4,1268,293,2
Davidson,47037,9/9/2020,24980,90,24861,88,119,2,31799,137,271615,2669,303414,2806,2,269,4,1264,291,2
Davidson,47037,9/8/2020,24890,90,24773,90,117,0,31662,96,268946,2299,300608,2395,3,267,1,1260,289,2
Davidson,47037,9/7/2020,24800,43,24683,42,117,1,31566,62,266647,701,298213,763,0,264,3,1259,287,1
Davidson,47037,9/6/2020,24757,106,24641,104,116,2,31504,114,265946,848,297450,962,0,264,1,1256,286,1
Davidson,47037,9/5/2020,24651,326,24537,325,114,1,31390,389,265098,4262,296488,4651,3,264,5,1255,285,2
Davidson,47037,9/4/2020,24325,55,24212,55,113,0,31001,64,260836,968,291837,1032,2,261,0,1250,283,2
Davidson,47037,9/3/2020,24270,66,24157,64,113,2,30937,79,259868,1628,290805,1707,-1,259,1,1250,281,2
Davidson,47037,9/2/2020,24204,56,24093,52,111,4,30858,79,258240,2168,289098,2247,1,260,3,1249,279,1
Davidson,47037,9/1/2020,24148,113,24041,110,107,3,30779,180,256072,3568,286851,3748,0,259,3,1246,278,3
Davidson,47037,8/31/2020,24035,81,23931,79,104,2,30599,116,252504,1641,283103,1757,1,259,1,1243,275,1
Davidson,47037,8/30/2020,23954,26,23852,26,102,0,30483,34,250863,448,281346,482,3,258,4,1242,274,2
Davidson,47037,8/29/2020,23928,62,23826,62,102,0,30449,79,250415,1288,280864,1367,1,255,3,1238,272,1
Davidson,47037,8/28/2020,23866,108,23764,107,102,1,30370,148,249127,1704,279497,1852,3,254,6,1235,271,2
Davidson,47037,8/27/2020,23758,158,23657,156,101,2,30222,222,247423,3565,277645,3787,1,251,5,1229,269,1
Davidson,47037,8/26/2020,23600,118,23501,118,99,0,30000,147,243858,2269,273858,2416,1,250,5,1224,268,3
Davidson,47037,8/25/2020,23482,148,23383,148,99,0,29853,231,241589,3793,271442,4024,3,249,3,1219,265,2
Davidson,47037,8/24/2020,23334,32,23235,32,99,0,29622,39,237796,733,267418,772,1,246,0,1216,263,2
Davidson,47037,8/23/2020,23302,65,23203,65,99,0,29583,78,237063,1303,266646,1381,0,245,3,1216,261,2
Davidson,47037,8/22/2020,23237,141,23138,137,99,4,29505,209,235760,5580,265265,5789,0,245,7,1213,259,0
Davidson,47037,8/21/2020,23096,9,23001,9,95,0,29296,13,230180,1470,259476,1483,3,245,0,1206,259,1
Davidson,47037,8/20/2020,23087,194,22992,191,95,3,29283,251,228710,4792,257993,5043,7,242,5,1206,258,1
Davidson,47037,8/19/2020,22893,131,22801,128,92,3,29032,186,223918,3279,252950,3465,4,235,6,1201,257,1
Davidson,47037,8/18/2020,22762,208,22673,206,89,2,28846,349,220639,5414,249485,5763,1,231,5,1195,256,3
Davidson,47037,8/17/2020,22554,77,22467,67,87,10,28497,88,215225,876,243722,964,3,230,9,1190,253,1
Davidson,47037,8/16/2020,22477,172,22400,164,77,8,28409,237,214349,2093,242758,2330,7,227,8,1181,252,0
Davidson,47037,8/15/2020,22305,208,22236,200,69,8,28172,296,212256,2853,240428,3149,-1,220,11,1173,252,3
Davidson,47037,8/14/2020,22097,113,22036,110,61,3,27876,127,209403,616,237279,743,0,221,9,1162,249,3
Davidson,47037,8/13/2020,21984,307,21926,302,58,5,27749,443,208787,4936,236536,5379,0,221,22,1153,246,0
Davidson,47037,8/12/2020,21677,75,21624,74,53,1,27306,100,203851,902,231157,1002,2,221,3,1131,246,2
Davidson,47037,8/11/2020,21602,266,21550,261,52,5,27206,339,202949,3298,230155,3637,2,219,7,1128,244,0
Davidson,47037,8/10/2020,21336,86,21289,84,47,2,26867,98,199651,813,226518,911,4,217,4,1121,244,3
Davidson,47037,8/9/2020,21250,118,21205,118,45,0,26769,142,198838,1258,225607,1400,0,213,8,1117,241,1
Davidson,47037,8/8/2020,21132,225,21087,222,45,3,26627,293,197580,2859,224207,3152,1,213,9,1109,240,2
Davidson,47037,8/7/2020,20907,254,20865,254,42,0,26334,336,194721,2642,221055,2978,1,212,5,1100,238,2
Davidson,47037,8/6/2020,20653,243,20611,242,42,1,25998,314,192079,2686,218077,3000,3,211,9,1095,236,1
Davidson,47037,8/5/2020,20410,126,20369,125,41,1,25684,149,189393,1256,215077,1405,3,208,7,1086,235,1
Davidson,47037,8/4/2020,20284,214,20244,214,40,0,25535,317,188137,2606,213672,2923,3,205,10,1079,234,4
Davidson,47037,8/3/2020,20070,143,20030,143,40,0,25218,183,185531,1737,210749,1920,3,202,4,1069,230,2
Davidson,47037,8/2/2020,19927,90,19887,90,40,0,25035,118,183794,1024,208829,1142,1,199,6,1065,228,6
Davidson,47037,8/1/2020,19837,249,19797,249,40,0,24917,348,182770,2995,207687,3343,0,198,12,1059,222,6
Davidson,47037,7/31/2020,19588,81,19548,80,40,1,24569,106,179775,1523,204344,1629,3,198,7,1047,216,2
Davidson,47037,7/30/2020,19507,325,19468,325,39,0,24463,498,178252,4238,202715,4736,1,195,13,1040,214,2
Davidson,47037,7/29/2020,19182,64,19143,63,39,1,23965,88,174014,982,197979,1070,0,194,5,1027,212,6
Davidson,47037,7/28/2020,19118,273,19080,270,38,3,23877,419,173032,2974,196909,3393,6,194,15,1022,206,1
Davidson,47037,7/27/2020,18845,208,18810,204,35,4,23458,306,170058,1984,193516,2290,2,188,13,1007,205,1
Davidson,47037,7/26/2020,18637,278,18606,277,31,1,23152,401,168074,2758,191226,3159,0,186,11,994,204,5
Davidson,47037,7/25/2020,18359,338,18329,337,30,1,22751,498,165316,3831,188067,4329,7,186,24,983,199,2
Davidson,47037,7/24/2020,18021,280,17992,278,29,2,22253,446,161485,3143,183738,3589,0,179,9,959,197,7
Davidson,47037,7/23/2020,17741,296,17714,296,27,0,21807,408,158342,3928,180149,4336,6,179,12,950,190,5
Davidson,47037,7/22/2020,17445,193,17418,192,27,1,21399,256,154414,1511,175813,1767,1,173,14,938,185,5
Davidson,47037,7/21/2020,17252,580,17226,580,26,0,21143,796,152903,5800,174046,6596,6,172,22,924,180,0
Davidson,47037,7/20/2020,16672,115,16646,114,26,1,20347,178,147103,944,167450,1122,0,166,5,902,180,3
Davidson,47037,7/19/2020,16557,215,16532,215,25,0,20169,305,146159,2104,166328,2409,0,166,11,897,177,1
Davidson,47037,7/18/2020,16342,351,16317,350,25,1,19864,487,144055,3798,163919,4285,2,166,6,886,176,5
Davidson,47037,7/17/2020,15991,384,15967,382,24,2,19377,512,140257,2922,159634,3434,4,164,12,880,171,1
Davidson,47037,7/16/2020,15607,512,15585,511,22,1,18865,682,137335,4842,156200,5524,3,160,18,868,170,2
Davidson,47037,7/15/2020,15095,341,15074,340,21,1,18183,416,132493,2244,150676,2660,2,157,15,850,168,2
Davidson,47037,7/14/2020,14754,327,14734,327,20,0,17767,418,130249,2833,148016,3251,9,155,15,835,166,0
Davidson,47037,7/13/2020,14427,401,14407,401,20,0,17349,493,127416,2562,144765,3055,3,146,9,820,166,4
Davidson,47037,7/12/2020,14026,457,14006,457,20,0,16856,578,124854,3381,141710,3959,0,143,15,811,162,3
Davidson,47037,7/11/2020,13569,198,13549,198,20,0,16278,230,121473,1260,137751,1490,1,143,6,796,159,2
Davidson,47037,7/10/2020,13371,530,13351,528,20,2,16048,646,120213,2826,136261,3472,4,142,16,790,157,4
Davidson,47037,7/9/2020,12841,278,12823,278,18,0,15402,370,117387,2438,132789,2808,6,138,20,774,153,3
Davidson,47037,7/8/2020,12563,370,12545,370,18,0,15032,468,114949,3151,129981,3619,5,132,14,754,150,1
Davidson,47037,7/7/2020,12193,593,12175,593,18,0,14564,727,111798,3975,126362,4702,6,127,24,740,149,6
Davidson,47037,7/6/2020,11600,209,11582,208,18,1,13837,260,107823,1272,121660,1532,-1,121,4,716,143,4
Davidson,47037,7/5/2020,11391,310,11374,309,17,1,13577,406,106551,2341,120128,2747,4,122,6,712,139,4
Davidson,47037,7/4/2020,11081,367,11065,367,16,0,13171,449,104210,3026,117381,3475,0,118,13,706,135,2
Davidson,47037,7/3/2020,10714,306,10698,303,16,3,12722,362,101184,2091,113906,2453,3,118,10,693,133,2
Davidson,47037,7/2/2020,10408,372,10395,372,13,0,12360,454,99093,3357,111453,3811,1,115,14,683,131,2
Davidson,47037,7/1/2020,10036,375,10023,375,13,0,11906,432,95736,2379,107642,2811,1,114,12,669,129,4
Davidson,47037,6/30/2020,9661,535,9648,534,13,1,11474,637,93357,3414,104831,4051,3,113,12,657,125,1
Davidson,47037,6/29/2020,9126,286,9114,285,12,1,10837,337,89943,1937,100780,2274,0,110,8,645,124,4
Davidson,47037,6/28/2020,8840,179,8829,179,11,0,10500,200,88006,1474,98506,1674,0,110,2,637,120,2
Davidson,47037,6/27/2020,8661,18,8650,18,11,0,10300,26,86532,110,96832,136,5,110,2,635,118,0
Davidson,47037,6/26/2020,8643,177,8632,177,11,0,10274,219,86422,1162,96696,1381,2,105,6,633,118,4
Davidson,47037,6/25/2020,8466,263,8455,263,11,0,10055,294,85260,2280,95315,2574,1,103,7,627,114,2
Davidson,47037,6/24/2020,8203,187,8192,187,11,0,9761,225,82980,869,92741,1094,4,102,15,620,112,2
Davidson,47037,6/23/2020,8016,285,8005,285,11,0,9536,324,82111,1762,91647,2086,2,98,10,605,110,2
Davidson,47037,6/22/2020,7731,82,7720,80,11,2,9212,104,80349,1224,89561,1328,1,96,10,595,108,2
Davidson,47037,6/21/2020,7649,92,7640,92,9,0,9108,116,79125,937,88233,1053,0,95,3,585,106,1
Davidson,47037,6/20/2020,7557,89,7548,89,9,0,8992,114,78188,876,87180,990,0,95,4,582,105,1
Davidson,47037,6/19/2020,7468,180,7459,180,9,0,8878,254,77312,1697,86190,1951,2,95,5,578,104,3
Davidson,47037,6/18/2020,7288,261,7279,261,9,0,8624,331,75615,1749,84239,2080,2,93,27,573,101,2
Davidson,47037,6/17/2020,7027,48,7018,48,9,0,8293,64,73866,882,82159,946,1,91,4,546,99,1
Davidson,47037,6/16/2020,6979,143,6970,143,9,0,8229,171,72984,903,81213,1074,2,90,5,542,98,0
Davidson,47037,6/15/2020,6836,137,6827,137,9,0,8058,179,72081,1071,80139,1250,4,88,11,537,98,1
Davidson,47037,6/14/2020,6699,151,6690,151,9,0,7879,189,71010,1915,78889,2104,0,84,6,526,97,3
Davidson,47037,6/13/2020,6548,151,6539,151,9,0,7690,169,69095,1419,76785,1588,0,84,7,520,94,2
Davidson,47037,6/12/2020,6397,88,6388,88,9,0,7521,108,67676,663,75197,771,3,84,13,513,92,1
Davidson,47037,6/11/2020,6309,88,6300,88,9,0,7413,116,67013,1069,74426,1185,1,81,4,500,91,0
Davidson,47037,6/10/2020,6221,75,6212,74,9,1,7297,104,65944,603,73241,707,0,80,12,496,91,0
Davidson,47037,6/9/2020,6146,163,6138,163,8,0,7193,194,65341,1116,72534,1310,7,80,7,484,91,2
Davidson,47037,6/8/2020,5983,89,5975,89,8,0,6999,107,64225,817,71224,924,0,73,1,477,89,1
Davidson,47037,6/7/2020,5894,125,5886,125,8,0,6892,155,63408,1401,70300,1556,0,73,10,476,88,2
Davidson,47037,6/6/2020,5769,103,5761,103,8,0,6737,128,62007,888,68744,1016,4,73,4,466,86,4
Davidson,47037,6/5/2020,5666,122,5658,122,8,0,6609,158,61119,1269,67728,1427,3,69,5,462,82,1
Davidson,47037,6/4/2020,5544,34,5536,34,8,0,6451,41,59850,613,66301,654,1,66,5,457,81,1
Davidson,47037,6/3/2020,5510,75,5502,75,8,0,6410,102,59237,831,65647,933,1,65,10,452,80,3
Davidson,47037,6/2/2020,5435,179,5427,179,8,0,6308,206,58406,1693,64714,1899,2,64,7,442,77,1
Davidson,47037,6/1/2020,5256,83,5248,83,8,0,6102,94,56713,772,62815,866,0,62,3,435,76,2
Davidson,47037,5/31/2020,5173,119,5165,119,8,0,6008,151,55941,1692,61949,1843,0,62,14,432,74,1
Davidson,47037,5/30/2020,5054,81,5046,81,8,0,5857,102,54249,714,60106,816,3,62,2,418,73,0
Davidson,47037,5/29/2020,4973,32,4965,30,8,2,5755,39,53535,727,59290,766,-1,59,0,416,73,2
Davidson,47037,5/28/2020,4941,127,4935,127,6,0,5716,156,52808,615,58524,771,0,60,4,416,71,2
Davidson,47037,5/27/2020,4814,20,4808,19,6,1,5560,23,52193,742,57753,765,0,60,3,412,69,1
Davidson,47037,5/26/2020,4794,78,4789,77,5,1,5537,92,51451,730,56988,822,2,60,3,409,68,1
Davidson,47037,5/25/2020,4716,188,4712,188,4,0,5445,222,50721,1566,56166,1788,1,58,5,406,67,2
Davidson,47037,5/24/2020,4528,67,4524,67,4,0,5223,80,49155,1066,54378,1146,3,57,5,401,65,3
Davidson,47037,5/23/2020,4461,72,4457,72,4,0,5143,95,48089,1262,53232,1357,6,54,4,396,62,1
Davidson,47037,5/22/2020,4389,79,4385,79,4,0,5048,103,46827,1079,51875,1182,0,48,5,392,61,1
Davidson,47037,5/21/2020,4310,45,4306,45,4,0,4945,45,45748,364,50693,409,0,48,1,387,60,1
Davidson,47037,5/20/2020,4265,61,4261,61,4,0,4900,80,45384,1023,50284,1103,2,48,4,386,59,0
Davidson,47037,5/19/2020,4204,90,4200,90,4,0,4820,130,44361,970,49181,1100,2,46,7,382,59,2
Davidson,47037,5/18/2020,4114,96,4110,96,4,0,4690,116,43391,883,48081,999,0,44,5,375,57,2
Davidson,47037,5/17/2020,4018,159,4014,159,4,0,4574,191,42508,2253,47082,2444,3,44,8,370,55,1
Davidson,47037,5/16/2020,3859,76,3855,76,4,0,4383,94,40255,788,44638,882,0,41,3,362,54,1
Davidson,47037,5/15/2020,3783,28,3779,28,4,0,4289,41,39467,421,43756,462,1,41,2,359,53,3
Davidson,47037,5/14/2020,3755,57,3751,57,4,0,4248,77,39046,1292,43294,1369,3,40,5,357,50,4
Davidson,47037,5/13/2020,3698,109,3694,109,4,0,4171,126,37754,707,41925,833,4,37,5,352,46,3
Davidson,47037,5/12/2020,3589,76,3585,76,4,0,4045,97,37047,1729,41092,1826,1,33,7,347,43,1
Davidson,47037,5/11/2020,3513,76,3509,75,4,1,3948,87,35318,817,39266,904,1,32,3,340,42,1
Davidson,47037,5/10/2020,3437,42,3434,42,3,0,3861,69,34501,922,38362,991,0,31,0,337,41,1
Davidson,47037,5/9/2020,3395,62,3392,62,3,0,3792,74,33579,957,37371,1031,0,31,1,337,40,1
Davidson,47037,5/8/2020,3333,38,3330,37,3,1,3718,59,32622,543,36340,602,0,31,6,336,39,1
Davidson,47037,5/7/2020,3295,127,3293,127,2,0,3659,144,32079,3021,35738,3165,0,31,7,330,38,0
Davidson,47037,5/6/2020,3168,68,3166,68,2,0,3515,88,29058,883,32573,971,1,31,2,323,38,0
Davidson,47037,5/5/2020,3100,35,3098,35,2,0,3427,53,28175,681,31602,734,1,30,9,321,38,2
Davidson,47037,5/4/2020,3065,117,3063,117,2,0,3374,131,27494,813,30868,944,1,29,7,312,36,1
