county,fips,date,total_cases,new_cases,total_confirmed,new_confirmed,total_probable,new_probable,pos_tests,new_pos_tests,neg_tests,new_neg_tests,total_tests,new_tests,new_deaths,total_deaths,new_hospitalized,total_hospitalized,total_deaths_by_dod,new_deaths_by_dod
Davidson,47037,8/9/2021,95653,228,88800,196,6853,32,108029,212,1133295,1230,1241324,1442,7,975,9,2879,1062,3
Davidson,47037,8/8/2021,95425,194,88604,177,6821,17,107817,209,1132065,1273,1239882,1482,0,968,6,2870,1059,1
Davidson,47037,8/7/2021,95231,237,88427,226,6804,11,107608,271,1130792,1625,1238400,1896,0,968,5,2864,1058,0
Davidson,47037,8/6/2021,94994,377,88201,325,6793,52,107337,360,1129167,2485,1236504,2845,0,968,8,2859,1058,3
Davidson,47037,8/5/2021,94617,420,87876,365,6741,55,106977,413,1126682,2469,1233659,2882,3,968,9,2851,1055,1
Davidson,47037,8/4/2021,94197,267,87511,241,6686,26,106564,283,1124213,1741,1230777,2024,3,965,9,2842,1054,0
Davidson,47037,8/3/2021,93930,363,87270,313,6660,50,106281,349,1122472,2199,1228753,2548,2,962,14,2833,1054,2
Davidson,47037,8/2/2021,93567,296,86957,261,6610,35,105932,296,1120273,1648,1226205,1944,0,960,6,2819,1052,3
Davidson,47037,8/1/2021,93271,146,86696,138,6575,8,105636,151,1118625,1260,1224261,1411,2,960,5,2813,1049,0
Davidson,47037,7/31/2021,93125,183,86558,165,6567,18,105485,197,1117365,1286,1222850,1483,0,958,4,2808,1049,1
Davidson,47037,7/30/2021,92942,302,86393,274,6549,28,105288,314,1116079,1310,1221367,1624,1,958,6,2804,1048,1
Davidson,47037,7/29/2021,92640,199,86119,177,6521,22,104974,205,1114769,1620,1219743,1825,-1,957,5,2798,1047,1
Davidson,47037,7/28/2021,92441,201,85942,178,6499,23,104769,196,1113149,1785,1217918,1981,0,958,6,2793,1046,1
Davidson,47037,7/27/2021,92240,196,85764,148,6476,48,104573,166,1111364,1361,1215937,1527,3,958,9,2787,1045,1
Davidson,47037,7/26/2021,92044,211,85616,197,6428,14,104407,216,1110003,1387,1214410,1603,0,955,6,2778,1044,1
Davidson,47037,7/25/2021,91833,76,85419,67,6414,9,104191,75,1108616,614,1212807,689,0,955,2,2772,1043,1
Davidson,47037,7/24/2021,91757,123,85352,105,6405,18,104116,138,1108002,904,1212118,1042,0,955,6,2770,1042,0
Davidson,47037,7/23/2021,91634,137,85247,110,6387,27,103978,118,1107098,1233,1211076,1351,0,955,0,2764,1042,2
Davidson,47037,7/22/2021,91497,129,85137,110,6360,19,103860,124,1105865,1298,1209725,1422,0,955,4,2764,1040,1
Davidson,47037,7/21/2021,91368,144,85027,119,6341,25,103736,124,1104567,1107,1208303,1231,1,955,6,2760,1039,0
Davidson,47037,7/20/2021,91224,156,84908,135,6316,21,103612,152,1103460,1611,1207072,1763,0,954,8,2754,1039,0
Davidson,47037,7/19/2021,91068,77,84773,65,6295,12,103460,74,1101849,903,1205309,977,1,954,4,2746,1039,1
Davidson,47037,7/18/2021,90991,28,84708,23,6283,5,103386,25,1100946,511,1204332,536,0,953,1,2742,1038,0
Davidson,47037,7/17/2021,90963,58,84685,49,6278,9,103361,55,1100435,731,1203796,786,0,953,1,2741,1038,1
Davidson,47037,7/16/2021,90905,61,84636,56,6269,5,103306,61,1099704,1004,1203010,1065,2,953,4,2740,1037,1
Davidson,47037,7/15/2021,90844,80,84580,67,6264,13,103245,79,1098700,1161,1201945,1240,0,951,1,2736,1036,0
Davidson,47037,7/14/2021,90764,67,84513,56,6251,11,103166,60,1097539,1059,1200705,1119,2,951,2,2735,1036,0
Davidson,47037,7/13/2021,90697,92,84457,73,6240,19,103106,74,1096480,1115,1199586,1189,0,949,6,2733,1036,0
Davidson,47037,7/12/2021,90605,47,84384,41,6221,6,103032,49,1095365,688,1198397,737,0,949,1,2727,1036,0
Davidson,47037,7/11/2021,90558,16,84343,14,6215,2,102983,18,1094677,391,1197660,409,0,949,3,2726,1036,0
Davidson,47037,7/10/2021,90542,36,84329,26,6213,10,102965,27,1094286,547,1197251,574,0,949,2,2723,1036,0
Davidson,47037,7/9/2021,90506,65,84303,54,6203,11,102938,52,1093739,975,1196677,1027,0,949,3,2721,1036,0
Davidson,47037,7/8/2021,90441,57,84249,45,6192,12,102886,49,1092764,962,1195650,1011,0,949,2,2718,1036,0
Davidson,47037,7/7/2021,90384,76,84204,62,6180,14,102837,66,1091802,965,1194639,1031,1,949,3,2716,1036,0
Davidson,47037,7/6/2021,90308,36,84142,29,6166,7,102771,35,1090837,754,1193608,789,0,948,0,2713,1036,0
Davidson,47037,7/5/2021,90272,19,84113,15,6159,4,102736,15,1090083,278,1192819,293,0,948,1,2713,1036,0
Davidson,47037,7/4/2021,90253,19,84098,16,6155,3,102721,17,1089805,399,1192526,416,0,948,1,2712,1036,0
Davidson,47037,7/3/2021,90234,23,84082,16,6152,7,102704,20,1089406,474,1192110,494,0,948,3,2711,1036,0
Davidson,47037,7/2/2021,90211,20,84066,16,6145,4,102684,21,1088932,818,1191616,839,1,948,0,2708,1036,0
Davidson,47037,7/1/2021,90191,28,84050,16,6141,12,102663,19,1088114,872,1190777,891,0,947,0,2708,1036,1
Davidson,47037,6/30/2021,90163,29,84034,23,6129,6,102644,29,1087242,875,1189886,904,0,947,2,2708,1035,0
Davidson,47037,6/29/2021,90134,37,84011,27,6123,10,102615,29,1086367,1157,1188982,1186,0,947,1,2706,1035,0
Davidson,47037,6/28/2021,90097,9,83984,8,6113,1,102586,10,1085210,623,1187796,633,0,947,0,2705,1035,0
Davidson,47037,6/27/2021,90088,7,83976,5,6112,2,102576,7,1084587,409,1187163,416,1,947,0,2705,1035,0
Davidson,47037,6/26/2021,90081,11,83971,10,6110,1,102569,11,1084178,544,1186747,555,1,946,0,2705,1035,0
Davidson,47037,6/25/2021,90070,13,83961,12,6109,1,102558,19,1083634,852,1186192,871,0,945,0,2705,1035,1
Davidson,47037,6/24/2021,90057,21,83949,17,6108,4,102539,24,1082782,900,1185321,924,1,945,2,2705,1034,1
Davidson,47037,6/23/2021,90036,24,83932,19,6104,5,102515,26,1081882,1050,1184397,1076,1,944,1,2703,1033,0
Davidson,47037,6/22/2021,90012,18,83913,12,6099,6,102489,17,1080832,819,1183321,836,-1,943,1,2702,1033,1
Davidson,47037,6/21/2021,89994,15,83901,15,6093,0,102472,25,1080013,839,1182485,864,0,944,0,2701,1032,0
Davidson,47037,6/20/2021,89979,14,83886,12,6093,2,102447,13,1079174,409,1181621,422,0,944,1,2701,1032,0
Davidson,47037,6/19/2021,89965,11,83874,7,6091,4,102434,8,1078765,593,1181199,601,0,944,0,2700,1032,0
Davidson,47037,6/18/2021,89954,13,83867,11,6087,2,102426,18,1078172,878,1180598,896,0,944,1,2700,1032,0
Davidson,47037,6/17/2021,89941,24,83856,21,6085,3,102408,28,1077294,1168,1179702,1196,1,944,0,2699,1032,0
Davidson,47037,6/16/2021,89917,18,83835,14,6082,4,102380,19,1076126,1101,1178506,1120,1,943,1,2699,1032,1
Davidson,47037,6/15/2021,89899,26,83821,19,6078,7,102361,21,1075025,888,1177386,909,0,942,0,2698,1031,0
Davidson,47037,6/14/2021,89873,26,83802,20,6071,6,102340,30,1074137,1118,1176477,1148,0,942,3,2698,1031,0
Davidson,47037,6/13/2021,89847,8,83782,6,6065,2,102310,11,1073019,421,1175329,432,-1,942,0,2695,1031,0
Davidson,47037,6/12/2021,89839,13,83776,7,6063,6,102299,8,1072598,554,1174897,562,-4,943,3,2695,1031,1
Davidson,47037,6/11/2021,89826,18,83769,10,6057,8,102291,10,1072044,948,1174335,958,-9,947,2,2692,1030,1
Davidson,47037,6/10/2021,89808,20,83759,16,6049,4,102281,16,1071096,1154,1173377,1170,7,956,1,2690,1029,0
Davidson,47037,6/9/2021,89788,24,83743,19,6045,5,102265,27,1069942,1118,1172207,1145,0,949,1,2689,1029,0
Davidson,47037,6/8/2021,89764,26,83724,23,6040,3,102238,29,1068824,1068,1171062,1097,-1,949,1,2688,1029,1
Davidson,47037,6/7/2021,89738,27,83701,22,6037,5,102209,21,1067756,807,1169965,828,2,950,1,2687,1028,0
Davidson,47037,6/6/2021,89711,11,83679,8,6032,3,102188,9,1066949,544,1169137,553,0,948,3,2686,1028,1
Davidson,47037,6/5/2021,89700,18,83671,12,6029,6,102179,15,1066405,692,1168584,707,0,948,1,2683,1027,0
Davidson,47037,6/4/2021,89682,21,83659,10,6023,11,102164,13,1065713,1321,1167877,1334,0,948,0,2682,1027,1
Davidson,47037,6/3/2021,89661,41,83649,36,6012,5,102151,42,1064392,1443,1166543,1485,0,948,4,2682,1026,1
Davidson,47037,6/2/2021,89620,35,83613,30,6007,5,102109,34,1062949,1080,1165058,1114,0,948,4,2678,1025,1
Davidson,47037,6/1/2021,89585,58,83583,39,6002,19,102075,41,1061869,1046,1163944,1087,1,948,0,2674,1024,0
Davidson,47037,5/31/2021,89527,16,83544,11,5983,5,102034,15,1060823,373,1162857,388,1,947,2,2674,1024,0
Davidson,47037,5/30/2021,89511,10,83533,9,5978,1,102019,11,1060450,531,1162469,542,0,946,1,2672,1024,2
Davidson,47037,5/29/2021,89501,26,83524,20,5977,6,102008,30,1059919,717,1161927,747,0,946,1,2671,1022,0
Davidson,47037,5/28/2021,89475,31,83504,26,5971,5,101978,31,1059202,1247,1161180,1278,1,946,0,2670,1022,1
Davidson,47037,5/27/2021,89444,38,83478,27,5966,11,101947,38,1057955,1374,1159902,1412,1,945,1,2670,1021,1
Davidson,47037,5/26/2021,89406,32,83451,26,5955,6,101909,31,1056581,1416,1158490,1447,0,944,3,2669,1020,1
Davidson,47037,5/25/2021,89374,30,83425,22,5949,8,101878,25,1055165,1411,1157043,1436,0,944,0,2666,1019,1
Davidson,47037,5/24/2021,89344,34,83403,31,5941,3,101853,33,1053754,1322,1155607,1355,1,944,2,2666,1018,0
Davidson,47037,5/23/2021,89310,17,83372,15,5938,2,101820,19,1052432,869,1154252,888,1,943,1,2664,1018,1
Davidson,47037,5/22/2021,89293,26,83357,20,5936,6,101801,28,1051563,836,1153364,864,0,942,1,2663,1017,2
Davidson,47037,5/21/2021,89267,45,83337,33,5930,12,101773,34,1050727,1311,1152500,1345,0,942,0,2662,1015,1
Davidson,47037,5/20/2021,89222,48,83304,39,5918,9,101739,50,1049416,1637,1151155,1687,0,942,3,2662,1014,0
Davidson,47037,5/19/2021,89174,46,83265,38,5909,8,101689,50,1047779,1584,1149468,1634,1,942,3,2659,1014,1
Davidson,47037,5/18/2021,89128,53,83227,46,5901,7,101639,53,1046195,1448,1147834,1501,1,941,1,2656,1013,1
Davidson,47037,5/17/2021,89075,63,83181,55,5894,8,101586,65,1044747,1511,1146333,1576,2,940,4,2655,1012,0
Davidson,47037,5/16/2021,89012,17,83126,13,5886,4,101521,19,1043236,603,1144757,622,0,938,1,2651,1012,1
Davidson,47037,5/15/2021,88995,57,83113,51,5882,6,101502,61,1042633,1022,1144135,1083,0,938,3,2650,1011,0
Davidson,47037,5/14/2021,88938,58,83062,50,5876,8,101441,62,1041611,1496,1143052,1558,0,938,2,2647,1011,1
Davidson,47037,5/13/2021,88880,67,83012,50,5868,17,101379,51,1040115,1366,1141494,1417,1,938,4,2645,1010,0
Davidson,47037,5/12/2021,88813,50,82962,40,5851,10,101328,51,1038749,2012,1140077,2063,1,937,1,2641,1010,3
Davidson,47037,5/11/2021,88763,87,82922,70,5841,17,101277,79,1036737,1390,1138014,1469,0,936,7,2640,1007,1
Davidson,47037,5/10/2021,88676,40,82852,32,5824,8,101198,50,1035347,1297,1136545,1347,2,936,4,2633,1006,1
Davidson,47037,5/9/2021,88636,19,82820,15,5816,4,101148,21,1034050,1403,1135198,1424,4,934,2,2629,1005,1
Davidson,47037,5/8/2021,88617,53,82805,45,5812,8,101127,65,1032647,1800,1133774,1865,0,930,1,2627,1004,0
Davidson,47037,5/7/2021,88564,78,82760,67,5804,11,101062,86,1030847,2245,1131909,2331,1,930,5,2626,1004,2
Davidson,47037,5/6/2021,88486,54,82693,41,5793,13,100976,53,1028602,1410,1129578,1463,0,929,3,2621,1002,1
Davidson,47037,5/5/2021,88432,58,82652,42,5780,16,100923,56,1027192,2233,1128115,2289,1,929,4,2618,1001,0
Davidson,47037,5/4/2021,88374,72,82610,57,5764,15,100867,68,1024959,1925,1125826,1993,0,928,1,2614,1001,0
Davidson,47037,5/3/2021,88302,55,82553,38,5749,17,100799,58,1023034,1411,1123833,1469,1,928,1,2613,1001,2
Davidson,47037,5/2/2021,88247,57,82515,47,5732,10,100741,55,1021623,1541,1122364,1596,0,927,3,2612,999,0
Davidson,47037,5/1/2021,88190,53,82468,43,5722,10,100686,51,1020082,1809,1120768,1860,0,927,0,2609,999,2
Davidson,47037,4/30/2021,88137,114,82425,95,5712,19,100635,121,1018273,2030,1118908,2151,0,927,1,2609,997,2
Davidson,47037,4/29/2021,88023,72,82330,49,5693,23,100514,59,1016243,2168,1116757,2227,0,927,3,2608,995,0
Davidson,47037,4/28/2021,87951,84,82281,68,5670,16,100455,82,1014075,4417,1114530,4499,2,927,2,2605,995,1
Davidson,47037,4/27/2021,87867,93,82213,73,5654,20,100373,94,1009658,2155,1110031,2249,0,925,6,2603,994,1
Davidson,47037,4/26/2021,87774,97,82140,83,5634,14,100279,95,1007503,1514,1107782,1609,0,925,3,2597,993,1
Davidson,47037,4/25/2021,87677,54,82057,45,5620,9,100184,56,1005989,1736,1106173,1792,1,925,0,2594,992,0
Davidson,47037,4/24/2021,87623,65,82012,59,5611,6,100128,72,1004253,2605,1104381,2677,0,924,6,2594,992,1
Davidson,47037,4/23/2021,87558,91,81953,77,5605,14,100056,97,1001648,1689,1101704,1786,-1,924,3,2588,991,1
Davidson,47037,4/22/2021,87467,119,81876,92,5591,27,99959,113,999959,4646,1099918,4759,2,925,3,2585,990,1
Davidson,47037,4/21/2021,87348,125,81784,106,5564,19,99846,123,995313,2031,1095159,2154,1,923,5,2582,989,1
Davidson,47037,4/20/2021,87223,147,81678,143,5545,4,99723,167,993282,2413,1093005,2580,2,922,2,2577,988,2
Davidson,47037,4/19/2021,87076,71,81535,55,5541,16,99556,62,990869,2196,1090425,2258,0,920,6,2575,986,0
Davidson,47037,4/18/2021,87005,69,81480,55,5525,14,99494,62,988673,1946,1088167,2008,1,920,2,2569,986,0
Davidson,47037,4/17/2021,86936,89,81425,78,5511,11,99432,95,986727,2509,1086159,2604,0,919,2,2567,986,0
Davidson,47037,4/16/2021,86847,563,81347,551,5500,12,99337,660,984218,4206,1083555,4866,0,919,1,2565,986,1
Davidson,47037,4/15/2021,86284,120,80796,104,5488,16,98677,111,980012,4474,1078689,4585,-1,919,2,2564,985,1
Davidson,47037,4/14/2021,86164,132,80692,110,5472,22,98566,137,975538,4594,1074104,4731,2,920,3,2562,984,2
Davidson,47037,4/13/2021,86032,104,80582,84,5450,20,98429,109,970944,1472,1069373,1581,3,918,9,2559,982,2
Davidson,47037,4/12/2021,85928,141,80498,124,5430,17,98320,149,969472,1528,1067792,1677,0,915,4,2550,980,4
Davidson,47037,4/11/2021,85787,61,80374,49,5413,12,98171,61,967944,1572,1066115,1633,0,915,2,2546,976,1
Davidson,47037,4/10/2021,85726,73,80325,56,5401,17,98110,69,966372,2377,1064482,2446,1,915,8,2544,975,1
Davidson,47037,4/9/2021,85653,146,80269,119,5384,27,98041,137,963995,2519,1062036,2656,0,914,4,2536,974,1
Davidson,47037,4/8/2021,85507,110,80150,97,5357,13,97904,127,961476,2163,1059380,2290,1,914,4,2532,973,0
Davidson,47037,4/7/2021,85397,113,80053,103,5344,10,97777,121,959313,2862,1057090,2983,1,913,6,2528,973,4
Davidson,47037,4/6/2021,85284,192,79950,163,5334,29,97656,192,956451,3415,1054107,3607,1,912,6,2522,969,1
Davidson,47037,4/5/2021,85092,68,79787,54,5305,14,97464,62,953036,728,1050500,790,8,911,5,2516,968,0
Davidson,47037,4/4/2021,85024,77,79733,63,5291,14,97402,76,952308,3548,1049710,3624,1,903,5,2511,968,2
Davidson,47037,4/3/2021,84947,111,79670,92,5277,19,97326,104,948760,2341,1046086,2445,0,902,3,2506,966,1
Davidson,47037,4/2/2021,84836,112,79578,101,5258,11,97222,134,946419,1951,1043641,2085,1,902,2,2503,965,2
Davidson,47037,4/1/2021,84724,118,79477,108,5247,10,97088,137,944468,2183,1041556,2320,3,901,2,2501,963,3
Davidson,47037,3/31/2021,84606,183,79369,141,5237,42,96951,167,942285,4161,1039236,4328,6,898,3,2499,960,2
Davidson,47037,3/30/2021,84423,163,79228,154,5195,9,96784,186,938124,3221,1034908,3407,0,892,5,2496,958,3
Davidson,47037,3/29/2021,84260,74,79074,50,5186,24,96598,65,934903,1196,1031501,1261,2,892,2,2491,955,3
Davidson,47037,3/28/2021,84186,99,79024,72,5162,27,96533,85,933707,3709,1030240,3794,2,890,4,2489,952,1
Davidson,47037,3/27/2021,84087,130,78952,128,5135,2,96448,157,929998,2340,1026446,2497,0,888,4,2485,951,1
Davidson,47037,3/26/2021,83957,103,78824,85,5133,18,96291,100,927658,1328,1023949,1428,2,888,5,2481,950,5
Davidson,47037,3/25/2021,83854,164,78739,135,5115,29,96191,151,926330,2833,1022521,2984,2,886,2,2476,945,3
Davidson,47037,3/24/2021,83690,171,78604,147,5086,24,96040,165,923497,3517,1019537,3682,1,884,4,2474,942,1
Davidson,47037,3/23/2021,83519,115,78457,103,5062,12,95875,137,919980,2834,1015855,2971,3,883,3,2470,941,0
Davidson,47037,3/22/2021,83404,138,78354,112,5050,26,95738,126,917146,1317,1012884,1443,4,880,5,2467,941,2
Davidson,47037,3/21/2021,83266,81,78242,61,5024,20,95612,71,915829,2074,1011441,2145,-4,876,3,2462,939,1
Davidson,47037,3/20/2021,83185,91,78181,73,5004,18,95541,90,913755,1284,1009296,1374,-1,880,1,2459,938,0
Davidson,47037,3/19/2021,83094,207,78108,153,4986,54,95451,181,912471,3903,1007922,4084,4,881,3,2458,938,3
Davidson,47037,3/18/2021,82887,142,77955,114,4932,28,95270,141,908568,3330,1003838,3471,3,877,3,2455,935,1
Davidson,47037,3/17/2021,82745,126,77841,111,4904,15,95129,143,905238,1902,1000367,2045,2,874,3,2452,934,0
Davidson,47037,3/16/2021,82619,248,77730,202,4889,46,94986,242,903336,4040,998322,4282,0,872,7,2449,934,3
Davidson,47037,3/15/2021,82371,92,77528,72,4843,20,94744,74,899296,1190,994040,1264,1,872,5,2442,931,2
Davidson,47037,3/14/2021,82279,62,77456,48,4823,14,94670,56,898106,1774,992776,1830,0,871,3,2437,929,3
Davidson,47037,3/13/2021,82217,220,77408,121,4809,99,94614,147,896332,2838,990946,2985,-12,871,3,2434,926,1
Davidson,47037,3/12/2021,81997,128,77287,107,4710,21,94467,117,893494,2607,987961,2724,0,883,6,2431,925,3
Davidson,47037,3/11/2021,81869,158,77180,132,4689,26,94350,153,890887,4673,985237,4826,2,883,4,2425,922,0
Davidson,47037,3/10/2021,81711,150,77048,124,4663,26,94197,149,886214,3910,980411,4059,0,881,6,2421,922,4
Davidson,47037,3/9/2021,81561,156,76924,129,4637,27,94048,156,882304,3759,976352,3915,3,881,6,2415,918,1
Davidson,47037,3/8/2021,81405,121,76795,95,4610,26,93892,106,878545,1960,972437,2066,4,878,3,2409,917,4
Davidson,47037,3/7/2021,81284,74,76700,46,4584,28,93786,57,876585,802,970371,859,0,874,2,2406,913,2
Davidson,47037,3/6/2021,81210,157,76654,118,4556,39,93729,145,875783,3557,969512,3702,1,874,5,2404,911,1
Davidson,47037,3/5/2021,81053,114,76536,87,4517,27,93584,110,872226,1680,965810,1790,2,873,2,2399,910,1
Davidson,47037,3/4/2021,80939,137,76449,110,4490,27,93474,136,870546,5397,964020,5533,1,871,4,2397,909,4
Davidson,47037,3/3/2021,80802,140,76339,113,4463,27,93338,138,865149,2432,958487,2570,1,870,2,2393,905,3
Davidson,47037,3/2/2021,80662,167,76226,134,4436,33,93200,170,862717,2900,955917,3070,2,869,1,2391,902,1
Davidson,47037,3/1/2021,80495,48,76092,34,4403,14,93030,44,859817,763,952847,807,6,867,4,2390,901,1
Davidson,47037,2/28/2021,80447,62,76058,47,4389,15,92986,64,859054,3011,952040,3075,4,861,1,2386,900,1
Davidson,47037,2/27/2021,80385,157,76011,127,4374,30,92922,146,856043,3332,948965,3478,3,857,3,2385,899,4
Davidson,47037,2/26/2021,80228,105,75884,81,4344,24,92776,108,852711,1573,945487,1681,5,854,0,2382,895,5
Davidson,47037,2/25/2021,80123,173,75803,131,4320,42,92668,161,851138,3664,943806,3825,8,849,8,2382,890,4
Davidson,47037,2/24/2021,79950,254,75672,235,4278,19,92507,292,847474,4778,939981,5070,6,841,7,2374,886,5
Davidson,47037,2/23/2021,79696,206,75437,147,4259,59,92215,172,842696,3294,934911,3466,2,835,8,2367,881,1
Davidson,47037,2/22/2021,79490,88,75290,65,4200,23,92043,76,839402,1006,931445,1082,3,833,5,2359,880,3
Davidson,47037,2/21/2021,79402,103,75225,77,4177,26,91967,91,838396,765,930363,856,1,830,1,2354,877,2
Davidson,47037,2/20/2021,79299,98,75148,63,4151,35,91876,76,837631,871,929507,947,6,829,3,2353,875,2
Davidson,47037,2/19/2021,79201,97,75085,78,4116,19,91800,93,836760,479,928560,572,0,823,8,2350,873,3
Davidson,47037,2/18/2021,79104,150,75007,118,4097,32,91707,134,836281,1052,927988,1186,7,823,3,2342,870,5
Davidson,47037,2/17/2021,78954,35,74889,24,4065,11,91573,26,835229,382,926802,408,2,816,1,2339,865,4
Davidson,47037,2/16/2021,78919,86,74865,76,4054,10,91547,83,834847,1756,926394,1839,3,814,1,2338,861,3
Davidson,47037,2/15/2021,78833,69,74789,52,4044,17,91464,63,833091,1307,924555,1370,2,811,1,2337,858,2
Davidson,47037,2/14/2021,78764,114,74737,85,4027,29,91401,94,831784,3265,923185,3359,1,809,2,2336,856,4
Davidson,47037,2/13/2021,78650,173,74652,144,3998,29,91307,188,828519,2379,919826,2567,2,808,7,2334,852,6
Davidson,47037,2/12/2021,78477,185,74508,156,3969,29,91119,182,826140,4734,917259,4916,2,806,7,2327,846,1
Davidson,47037,2/11/2021,78292,267,74352,233,3940,34,90937,271,821406,2910,912343,3181,6,804,5,2320,845,1
Davidson,47037,2/10/2021,78025,222,74119,192,3906,30,90666,230,818496,3554,909162,3784,-2,798,5,2315,844,1
Davidson,47037,2/9/2021,77803,333,73927,301,3876,32,90436,369,814942,4206,905378,4575,2,800,7,2310,843,2
Davidson,47037,2/8/2021,77470,92,73626,71,3844,21,90067,88,810736,711,900803,799,8,798,5,2303,841,2
Davidson,47037,2/7/2021,77378,111,73555,81,3823,30,89979,85,810025,2590,900004,2675,2,790,4,2298,839,1
Davidson,47037,2/6/2021,77267,396,73474,343,3793,53,89894,430,807435,6412,897329,6842,0,788,12,2294,838,3
Davidson,47037,2/5/2021,76871,191,73131,162,3740,29,89464,179,801023,3729,890487,3908,17,788,2,2282,835,8
Davidson,47037,2/4/2021,76680,251,72969,217,3711,34,89285,266,797294,4934,886579,5200,12,771,7,2280,827,4
Davidson,47037,2/3/2021,76429,391,72752,339,3677,52,89019,428,792360,5019,881379,5447,7,759,5,2273,823,3
Davidson,47037,2/2/2021,76038,87,72413,68,3625,19,88591,85,787341,913,875932,998,10,752,1,2268,820,8
Davidson,47037,2/1/2021,75951,125,72345,88,3606,37,88506,99,786428,1436,874934,1535,11,742,3,2267,812,2
Davidson,47037,1/31/2021,75826,167,72257,127,3569,40,88407,152,784992,1733,873399,1885,3,731,1,2264,810,1
Davidson,47037,1/30/2021,75659,433,72130,401,3529,32,88255,525,783259,6245,871514,6770,2,728,3,2263,809,6
Davidson,47037,1/29/2021,75226,222,71729,195,3497,27,87730,246,777014,2035,864744,2281,3,726,4,2260,803,4
Davidson,47037,1/28/2021,75004,177,71534,126,3470,51,87484,136,774979,2184,862463,2320,4,723,2,2256,799,4
Davidson,47037,1/27/2021,74827,305,71408,279,3419,26,87348,357,772795,2527,860143,2884,3,719,2,2254,795,5
Davidson,47037,1/26/2021,74522,459,71129,411,3393,48,86991,503,770268,4256,857259,4759,19,716,4,2252,790,4
Davidson,47037,1/25/2021,74063,162,70718,127,3345,35,86488,146,766012,3812,852500,3958,4,697,3,2248,786,6
Davidson,47037,1/24/2021,73901,161,70591,138,3310,23,86342,167,762200,1322,848542,1489,1,693,1,2245,780,6
Davidson,47037,1/23/2021,73740,431,70453,365,3287,66,86175,501,760878,4284,847053,4785,4,692,6,2244,774,7
Davidson,47037,1/22/2021,73309,305,70088,275,3221,30,85674,321,756594,2655,842268,2976,9,688,3,2238,767,1
Davidson,47037,1/21/2021,73004,444,69813,401,3191,43,85353,499,753939,3960,839292,4459,1,679,8,2235,766,8
Davidson,47037,1/20/2021,72560,469,69412,402,3148,67,84854,527,749979,3014,834833,3541,6,678,2,2227,758,5
Davidson,47037,1/19/2021,72091,427,69010,366,3081,61,84327,415,746965,3145,831292,3560,7,672,12,2225,753,9
Davidson,47037,1/18/2021,71664,167,68644,141,3020,26,83912,159,743820,994,827732,1153,4,665,2,2213,744,9
Davidson,47037,1/17/2021,71497,262,68503,239,2994,23,83753,270,742826,1737,826579,2007,5,661,3,2211,735,8
Davidson,47037,1/16/2021,71235,830,68264,766,2971,64,83483,987,741089,5416,824572,6403,2,656,9,2208,727,4
Davidson,47037,1/15/2021,70405,259,67498,226,2907,33,82496,286,735673,2415,818169,2701,6,654,1,2199,723,7
Davidson,47037,1/14/2021,70146,633,67272,571,2874,62,82210,669,733258,3759,815468,4428,2,648,5,2198,716,5
Davidson,47037,1/13/2021,69513,335,66701,281,2812,54,81541,313,729499,2684,811040,2997,5,646,5,2193,711,7
Davidson,47037,1/12/2021,69178,376,66420,333,2758,43,81228,379,726815,2212,808043,2591,13,641,5,2188,704,6
Davidson,47037,1/11/2021,68802,341,66087,310,2715,31,80849,340,724603,1737,805452,2077,2,628,4,2183,698,9
Davidson,47037,1/10/2021,68461,556,65777,477,2684,79,80509,710,722866,3792,803375,4502,6,626,7,2179,689,9
Davidson,47037,1/9/2021,67905,680,65300,630,2605,50,79799,763,719074,4045,798873,4808,6,620,11,2172,680,11
Davidson,47037,1/8/2021,67225,619,64670,581,2555,38,79036,1003,715029,4622,794065,5625,14,614,6,2161,669,11
Davidson,47037,1/7/2021,66606,759,64089,725,2517,34,78033,655,710407,5064,788440,5719,0,600,7,2155,658,7
Davidson,47037,1/6/2021,65847,838,63364,738,2483,100,77378,878,705343,3576,782721,4454,0,600,5,2148,651,4
Davidson,47037,1/5/2021,65009,1093,62626,938,2383,155,76500,957,701767,3261,778267,4218,3,600,6,2143,647,7
Davidson,47037,1/4/2021,63916,431,61688,383,2228,48,75543,329,698506,1112,774049,1441,21,597,6,2137,640,2
Davidson,47037,1/3/2021,63485,227,61305,184,2180,43,75214,188,697394,790,772608,978,4,576,1,2131,638,6
Davidson,47037,1/2/2021,63258,644,61121,593,2137,51,75026,657,696604,2028,771630,2685,1,572,7,2130,632,5
Davidson,47037,1/1/2021,62614,575,60528,531,2086,44,74369,622,694576,2523,768945,3145,1,571,7,2123,627,9
Davidson,47037,12/31/2020,62039,661,59997,608,2042,53,73747,700,692053,3362,765800,4062,6,570,4,2116,618,2
Davidson,47037,12/30/2020,61378,714,59389,613,1989,101,73047,742,688691,2803,761738,3545,8,564,4,2112,616,4
Davidson,47037,12/29/2020,60664,971,58776,885,1888,86,72305,1061,685888,3211,758193,4272,7,556,15,2108,612,10
Davidson,47037,12/28/2020,59693,431,57891,396,1802,35,71244,426,682677,1370,753921,1796,8,549,8,2093,602,4
Davidson,47037,12/27/2020,59262,222,57495,201,1767,21,70818,235,681307,1153,752125,1388,3,541,2,2085,598,5
