"incident_count","year_value","month_value","weapon_desc","total_incidents_by_year","avg_incidents_by_month"
4,2016,5,"INCENDIARY DEVICES",81,6.75
12,2016,4,"INCENDIARY DEVICES",81,6.75
7,2016,3,"INCENDIARY DEVICES",81,6.75
3,2016,2,"INCENDIARY DEVICES",81,6.75
6,2016,1,"INCENDIARY DEVICES",81,6.75
6,2015,12,"INCENDIARY DEVICES",85,7.083333333333333
4,2015,11,"INCENDIARY DEVICES",85,7.083333333333333
10,2015,10,"INCENDIARY DEVICES",85,7.083333333333333
11,2015,9,"INCENDIARY DEVICES",85,7.083333333333333
7,2015,8,"INCENDIARY DEVICES",85,7.083333333333333
7,2015,7,"INCENDIARY DEVICES",85,7.083333333333333
11,2015,6,"INCENDIARY DEVICES",85,7.083333333333333
9,2015,5,"INCENDIARY DEVICES",85,7.083333333333333
8,2015,4,"INCENDIARY DEVICES",85,7.083333333333333
6,2015,3,"INCENDIARY DEVICES",85,7.083333333333333
3,2015,2,"INCENDIARY DEVICES",85,7.083333333333333
3,2015,1,"INCENDIARY DEVICES",85,7.083333333333333
1,2019,12,"LEATHER BONDAGE",2,1.0
1,2019,7,"LEATHER BONDAGE",2,1.0
1,2017,11,"LEATHER BONDAGE",3,1.0
1,2017,7,"LEATHER BONDAGE",3,1.0
1,2017,2,"LEATHER BONDAGE",3,1.0
1,2016,6,"LEATHER BONDAGE",1,1.0
1,2015,11,"LEATHER BONDAGE",3,1.0
1,2015,6,"LEATHER BONDAGE",3,1.0
1,2015,2,"LEATHER BONDAGE",3,1.0
21,2022,5,"MOTOR VEHICLE",317,63.4
55,2022,4,"MOTOR VEHICLE",317,63.4
79,2022,3,"MOTOR VEHICLE",317,63.4
90,2022,2,"MOTOR VEHICLE",317,63.4
72,2022,1,"MOTOR VEHICLE",317,63.4
87,2021,12,"MOTOR VEHICLE",850,70.83333333333333
67,2021,11,"MOTOR VEHICLE",850,70.83333333333333
101,2021,10,"MOTOR VEHICLE",850,70.83333333333333
63,2021,9,"MOTOR VEHICLE",850,70.83333333333333
71,2021,8,"MOTOR VEHICLE",850,70.83333333333333
74,2021,7,"MOTOR VEHICLE",850,70.83333333333333
78,2021,6,"MOTOR VEHICLE",850,70.83333333333333
75,2021,5,"MOTOR VEHICLE",850,70.83333333333333
69,2021,4,"MOTOR VEHICLE",850,70.83333333333333
71,2021,3,"MOTOR VEHICLE",850,70.83333333333333
46,2021,2,"MOTOR VEHICLE",850,70.83333333333333
48,2021,1,"MOTOR VEHICLE",850,70.83333333333333
54,2020,12,"MOTOR VEHICLE",788,65.66666666666667
75,2020,11,"MOTOR VEHICLE",788,65.66666666666667
85,2020,10,"MOTOR VEHICLE",788,65.66666666666667
67,2020,9,"MOTOR VEHICLE",788,65.66666666666667
75,2020,8,"MOTOR VEHICLE",788,65.66666666666667
75,2020,7,"MOTOR VEHICLE",788,65.66666666666667
54,2020,6,"MOTOR VEHICLE",788,65.66666666666667
67,2020,5,"MOTOR VEHICLE",788,65.66666666666667
73,2020,4,"MOTOR VEHICLE",788,65.66666666666667
63,2020,3,"MOTOR VEHICLE",788,65.66666666666667
38,2020,2,"MOTOR VEHICLE",788,65.66666666666667
62,2020,1,"MOTOR VEHICLE",788,65.66666666666667
70,2019,12,"MOTOR VEHICLE",751,62.583333333333336
59,2019,11,"MOTOR VEHICLE",751,62.583333333333336
69,2019,10,"MOTOR VEHICLE",751,62.583333333333336
55,2019,9,"MOTOR VEHICLE",751,62.583333333333336
66,2019,8,"MOTOR VEHICLE",751,62.583333333333336
81,2019,7,"MOTOR VEHICLE",751,62.583333333333336
54,2019,6,"MOTOR VEHICLE",751,62.583333333333336
68,2019,5,"MOTOR VEHICLE",751,62.583333333333336
70,2019,4,"MOTOR VEHICLE",751,62.583333333333336
70,2019,3,"MOTOR VEHICLE",751,62.583333333333336
43,2019,2,"MOTOR VEHICLE",751,62.583333333333336
46,2019,1,"MOTOR VEHICLE",751,62.583333333333336
56,2018,12,"MOTOR VEHICLE",785,65.41666666666667
64,2018,11,"MOTOR VEHICLE",785,65.41666666666667
82,2018,10,"MOTOR VEHICLE",785,65.41666666666667
55,2018,9,"MOTOR VEHICLE",785,65.41666666666667
59,2018,8,"MOTOR VEHICLE",785,65.41666666666667
82,2018,7,"MOTOR VEHICLE",785,65.41666666666667
82,2018,6,"MOTOR VEHICLE",785,65.41666666666667
70,2018,5,"MOTOR VEHICLE",785,65.41666666666667
51,2018,4,"MOTOR VEHICLE",785,65.41666666666667
69,2018,3,"MOTOR VEHICLE",785,65.41666666666667
53,2018,2,"MOTOR VEHICLE",785,65.41666666666667
62,2018,1,"MOTOR VEHICLE",785,65.41666666666667
69,2017,12,"MOTOR VEHICLE",692,57.666666666666664
45,2017,11,"MOTOR VEHICLE",692,57.666666666666664
48,2017,10,"MOTOR VEHICLE",692,57.666666666666664
43,2017,9,"MOTOR VEHICLE",692,57.666666666666664
64,2017,8,"MOTOR VEHICLE",692,57.666666666666664
75,2017,7,"MOTOR VEHICLE",692,57.666666666666664
59,2017,6,"MOTOR VEHICLE",692,57.666666666666664
78,2017,5,"MOTOR VEHICLE",692,57.666666666666664
89,2017,4,"MOTOR VEHICLE",692,57.666666666666664
28,2017,3,"MOTOR VEHICLE",692,57.666666666666664
43,2017,2,"MOTOR VEHICLE",692,57.666666666666664
51,2017,1,"MOTOR VEHICLE",692,57.666666666666664
51,2016,12,"MOTOR VEHICLE",711,59.25
46,2016,11,"MOTOR VEHICLE",711,59.25
55,2016,10,"MOTOR VEHICLE",711,59.25
78,2016,9,"MOTOR VEHICLE",711,59.25
62,2016,8,"MOTOR VEHICLE",711,59.25
49,2016,7,"MOTOR VEHICLE",711,59.25
64,2016,6,"MOTOR VEHICLE",711,59.25
74,2016,5,"MOTOR VEHICLE",711,59.25
65,2016,4,"MOTOR VEHICLE",711,59.25
61,2016,3,"MOTOR VEHICLE",711,59.25
56,2016,2,"MOTOR VEHICLE",711,59.25
50,2016,1,"MOTOR VEHICLE",711,59.25
55,2015,12,"MOTOR VEHICLE",690,57.5
61,2015,11,"MOTOR VEHICLE",690,57.5
56,2015,10,"MOTOR VEHICLE",690,57.5
54,2015,9,"MOTOR VEHICLE",690,57.5
60,2015,8,"MOTOR VEHICLE",690,57.5
73,2015,7,"MOTOR VEHICLE",690,57.5
60,2015,6,"MOTOR VEHICLE",690,57.5
74,2015,5,"MOTOR VEHICLE",690,57.5
47,2015,4,"MOTOR VEHICLE",690,57.5
71,2015,3,"MOTOR VEHICLE",690,57.5
40,2015,2,"MOTOR VEHICLE",690,57.5
39,2015,1,"MOTOR VEHICLE",690,57.5
10,2022,5,"NARCOTICS",97,19.4
25,2022,4,"NARCOTICS",97,19.4
26,2022,3,"NARCOTICS",97,19.4
21,2022,2,"NARCOTICS",97,19.4
15,2022,1,"NARCOTICS",97,19.4
17,2021,12,"NARCOTICS",251,20.916666666666668
21,2021,11,"NARCOTICS",251,20.916666666666668
26,2021,10,"NARCOTICS",251,20.916666666666668
29,2021,9,"NARCOTICS",251,20.916666666666668
20,2021,8,"NARCOTICS",251,20.916666666666668
14,2021,7,"NARCOTICS",251,20.916666666666668
19,2021,6,"NARCOTICS",251,20.916666666666668
26,2021,5,"NARCOTICS",251,20.916666666666668
17,2021,4,"NARCOTICS",251,20.916666666666668
27,2021,3,"NARCOTICS",251,20.916666666666668
22,2021,2,"NARCOTICS",251,20.916666666666668
13,2021,1,"NARCOTICS",251,20.916666666666668
22,2020,12,"NARCOTICS",307,25.583333333333332
16,2020,11,"NARCOTICS",307,25.583333333333332
16,2020,10,"NARCOTICS",307,25.583333333333332
21,2020,9,"NARCOTICS",307,25.583333333333332
22,2020,8,"NARCOTICS",307,25.583333333333332
20,2020,7,"NARCOTICS",307,25.583333333333332
17,2020,6,"NARCOTICS",307,25.583333333333332
28,2020,5,"NARCOTICS",307,25.583333333333332
35,2020,4,"NARCOTICS",307,25.583333333333332
35,2020,3,"NARCOTICS",307,25.583333333333332
38,2020,2,"NARCOTICS",307,25.583333333333332
37,2020,1,"NARCOTICS",307,25.583333333333332
29,2019,12,"NARCOTICS",339,28.25
20,2019,11,"NARCOTICS",339,28.25
30,2019,10,"NARCOTICS",339,28.25
34,2019,9,"NARCOTICS",339,28.25
50,2019,8,"NARCOTICS",339,28.25
34,2019,7,"NARCOTICS",339,28.25
25,2019,6,"NARCOTICS",339,28.25
17,2019,5,"NARCOTICS",339,28.25
38,2019,4,"NARCOTICS",339,28.25
26,2019,3,"NARCOTICS",339,28.25
22,2019,2,"NARCOTICS",339,28.25
14,2019,1,"NARCOTICS",339,28.25
18,2018,12,"NARCOTICS",416,34.666666666666664
25,2018,11,"NARCOTICS",416,34.666666666666664
23,2018,10,"NARCOTICS",416,34.666666666666664
15,2018,9,"NARCOTICS",416,34.666666666666664
39,2018,8,"NARCOTICS",416,34.666666666666664
27,2018,7,"NARCOTICS",416,34.666666666666664
53,2018,6,"NARCOTICS",416,34.666666666666664
35,2018,5,"NARCOTICS",416,34.666666666666664
47,2018,4,"NARCOTICS",416,34.666666666666664
56,2018,3,"NARCOTICS",416,34.666666666666664
31,2018,2,"NARCOTICS",416,34.666666666666664
47,2018,1,"NARCOTICS",416,34.666666666666664
28,2017,12,"NARCOTICS",328,27.333333333333332
30,2017,11,"NARCOTICS",328,27.333333333333332
23,2017,10,"NARCOTICS",328,27.333333333333332
28,2017,9,"NARCOTICS",328,27.333333333333332
27,2017,8,"NARCOTICS",328,27.333333333333332
35,2017,7,"NARCOTICS",328,27.333333333333332
18,2017,6,"NARCOTICS",328,27.333333333333332
17,2017,5,"NARCOTICS",328,27.333333333333332
29,2017,4,"NARCOTICS",328,27.333333333333332
42,2017,3,"NARCOTICS",328,27.333333333333332
21,2017,2,"NARCOTICS",328,27.333333333333332
30,2017,1,"NARCOTICS",328,27.333333333333332
19,2016,12,"NARCOTICS",325,27.083333333333332
33,2016,11,"NARCOTICS",325,27.083333333333332
32,2016,10,"NARCOTICS",325,27.083333333333332
41,2016,9,"NARCOTICS",325,27.083333333333332
28,2016,8,"NARCOTICS",325,27.083333333333332
23,2016,7,"NARCOTICS",325,27.083333333333332
17,2016,6,"NARCOTICS",325,27.083333333333332
16,2016,5,"NARCOTICS",325,27.083333333333332
27,2016,4,"NARCOTICS",325,27.083333333333332
29,2016,3,"NARCOTICS",325,27.083333333333332
31,2016,2,"NARCOTICS",325,27.083333333333332
29,2016,1,"NARCOTICS",325,27.083333333333332
15,2015,12,"NARCOTICS",308,25.666666666666668
24,2015,11,"NARCOTICS",308,25.666666666666668
22,2015,10,"NARCOTICS",308,25.666666666666668
24,2015,9,"NARCOTICS",308,25.666666666666668
42,2015,8,"NARCOTICS",308,25.666666666666668
13,2015,7,"NARCOTICS",308,25.666666666666668
26,2015,6,"NARCOTICS",308,25.666666666666668
26,2015,5,"NARCOTICS",308,25.666666666666668
22,2015,4,"NARCOTICS",308,25.666666666666668
33,2015,3,"NARCOTICS",308,25.666666666666668
28,2015,2,"NARCOTICS",308,25.666666666666668
33,2015,1,"NARCOTICS",308,25.666666666666668
2534,2022,5,"NONE ",24278,4855.6
5417,2022,4,"NONE ",24278,4855.6
5644,2022,3,"NONE ",24278,4855.6
5197,2022,2,"NONE ",24278,4855.6
5486,2022,1,"NONE ",24278,4855.6
5540,2021,12,"NONE ",70727,5893.916666666667
5581,2021,11,"NONE ",70727,5893.916666666667
6343,2021,10,"NONE ",70727,5893.916666666667
6410,2021,9,"NONE ",70727,5893.916666666667
6234,2021,8,"NONE ",70727,5893.916666666667
6483,2021,7,"NONE ",70727,5893.916666666667
6173,2021,6,"NONE ",70727,5893.916666666667
6411,2021,5,"NONE ",70727,5893.916666666667
5545,2021,4,"NONE ",70727,5893.916666666667
5385,2021,3,"NONE ",70727,5893.916666666667
4850,2021,2,"NONE ",70727,5893.916666666667
5772,2021,1,"NONE ",70727,5893.916666666667
5677,2020,12,"NONE ",74403,6200.25
5733,2020,11,"NONE ",74403,6200.25
6457,2020,10,"NONE ",74403,6200.25
6376,2020,9,"NONE ",74403,6200.25
7045,2020,8,"NONE ",74403,6200.25
6534,2020,7,"NONE ",74403,6200.25
5955,2020,6,"NONE ",74403,6200.25
6082,2020,5,"NONE ",74403,6200.25
5752,2020,4,"NONE ",74403,6200.25
6012,2020,3,"NONE ",74403,6200.25
6160,2020,2,"NONE ",74403,6200.25
6620,2020,1,"NONE ",74403,6200.25
6215,2019,12,"NONE ",76888,6407.333333333333
6110,2019,11,"NONE ",76888,6407.333333333333
6655,2019,10,"NONE ",76888,6407.333333333333
6497,2019,9,"NONE ",76888,6407.333333333333
6732,2019,8,"NONE ",76888,6407.333333333333
6980,2019,7,"NONE ",76888,6407.333333333333
6672,2019,6,"NONE ",76888,6407.333333333333
6599,2019,5,"NONE ",76888,6407.333333333333
6426,2019,4,"NONE ",76888,6407.333333333333
6174,2019,3,"NONE ",76888,6407.333333333333
5448,2019,2,"NONE ",76888,6407.333333333333
6380,2019,1,"NONE ",76888,6407.333333333333
6284,2018,12,"NONE ",81373,6781.083333333333
6378,2018,11,"NONE ",81373,6781.083333333333
6874,2018,10,"NONE ",81373,6781.083333333333
6618,2018,9,"NONE ",81373,6781.083333333333
7379,2018,8,"NONE ",81373,6781.083333333333
7247,2018,7,"NONE ",81373,6781.083333333333
6895,2018,6,"NONE ",81373,6781.083333333333
6969,2018,5,"NONE ",81373,6781.083333333333
6862,2018,4,"NONE ",81373,6781.083333333333
6855,2018,3,"NONE ",81373,6781.083333333333
6167,2018,2,"NONE ",81373,6781.083333333333
6845,2018,1,"NONE ",81373,6781.083333333333
6235,2017,12,"NONE ",80329,6694.083333333333
6431,2017,11,"NONE ",80329,6694.083333333333
6832,2017,10,"NONE ",80329,6694.083333333333
6761,2017,9,"NONE ",80329,6694.083333333333
6873,2017,8,"NONE ",80329,6694.083333333333
7045,2017,7,"NONE ",80329,6694.083333333333
6905,2017,6,"NONE ",80329,6694.083333333333
7065,2017,5,"NONE ",80329,6694.083333333333
6754,2017,4,"NONE ",80329,6694.083333333333
6716,2017,3,"NONE ",80329,6694.083333333333
5859,2017,2,"NONE ",80329,6694.083333333333
6853,2017,1,"NONE ",80329,6694.083333333333
6355,2016,12,"NONE ",78735,6561.25
6233,2016,11,"NONE ",78735,6561.25
6711,2016,10,"NONE ",78735,6561.25
6638,2016,9,"NONE ",78735,6561.25
6837,2016,8,"NONE ",78735,6561.25
6453,2016,7,"NONE ",78735,6561.25
6477,2016,6,"NONE ",78735,6561.25
6779,2016,5,"NONE ",78735,6561.25
6860,2016,4,"NONE ",78735,6561.25
7079,2016,3,"NONE ",78735,6561.25
6002,2016,2,"NONE ",78735,6561.25
6311,2016,1,"NONE ",78735,6561.25
6709,2015,12,"NONE ",78246,6520.5
6179,2015,11,"NONE ",78246,6520.5
6878,2015,10,"NONE ",78246,6520.5
6862,2015,9,"NONE ",78246,6520.5
7044,2015,8,"NONE ",78246,6520.5
6978,2015,7,"NONE ",78246,6520.5
6875,2015,6,"NONE ",78246,6520.5
6730,2015,5,"NONE ",78246,6520.5
6445,2015,4,"NONE ",78246,6520.5
6515,2015,3,"NONE ",78246,6520.5
5135,2015,2,"NONE ",78246,6520.5
5896,2015,1,"NONE ",78246,6520.5
93,2022,5,"OTHER ",739,147.8
175,2022,4,"OTHER ",739,147.8
163,2022,3,"OTHER ",739,147.8
149,2022,2,"OTHER ",739,147.8
159,2022,1,"OTHER ",739,147.8
238,2021,12,"OTHER ",2182,181.83333333333334
163,2021,11,"OTHER ",2182,181.83333333333334
197,2021,10,"OTHER ",2182,181.83333333333334
183,2021,9,"OTHER ",2182,181.83333333333334
220,2021,8,"OTHER ",2182,181.83333333333334
228,2021,7,"OTHER ",2182,181.83333333333334
145,2021,6,"OTHER ",2182,181.83333333333334
173,2021,5,"OTHER ",2182,181.83333333333334
158,2021,4,"OTHER ",2182,181.83333333333334
175,2021,3,"OTHER ",2182,181.83333333333334
143,2021,2,"OTHER ",2182,181.83333333333334
159,2021,1,"OTHER ",2182,181.83333333333334
137,2020,12,"OTHER ",2084,173.66666666666666
178,2020,11,"OTHER ",2084,173.66666666666666
159,2020,10,"OTHER ",2084,173.66666666666666
189,2020,9,"OTHER ",2084,173.66666666666666
188,2020,8,"OTHER ",2084,173.66666666666666
197,2020,7,"OTHER ",2084,173.66666666666666
215,2020,6,"OTHER ",2084,173.66666666666666
193,2020,5,"OTHER ",2084,173.66666666666666
141,2020,4,"OTHER ",2084,173.66666666666666
150,2020,3,"OTHER ",2084,173.66666666666666
161,2020,2,"OTHER ",2084,173.66666666666666
176,2020,1,"OTHER ",2084,173.66666666666666
159,2019,12,"OTHER ",1902,158.5
159,2019,11,"OTHER ",1902,158.5
151,2019,10,"OTHER ",1902,158.5
184,2019,9,"OTHER ",1902,158.5
166,2019,8,"OTHER ",1902,158.5
165,2019,7,"OTHER ",1902,158.5
170,2019,6,"OTHER ",1902,158.5
178,2019,5,"OTHER ",1902,158.5
172,2019,4,"OTHER ",1902,158.5
119,2019,3,"OTHER ",1902,158.5
126,2019,2,"OTHER ",1902,158.5
153,2019,1,"OTHER ",1902,158.5
141,2018,12,"OTHER ",1894,157.83333333333334
153,2018,11,"OTHER ",1894,157.83333333333334
167,2018,10,"OTHER ",1894,157.83333333333334
146,2018,9,"OTHER ",1894,157.83333333333334
208,2018,8,"OTHER ",1894,157.83333333333334
158,2018,7,"OTHER ",1894,157.83333333333334
190,2018,6,"OTHER ",1894,157.83333333333334
160,2018,5,"OTHER ",1894,157.83333333333334
134,2018,4,"OTHER ",1894,157.83333333333334
136,2018,3,"OTHER ",1894,157.83333333333334
154,2018,2,"OTHER ",1894,157.83333333333334
147,2018,1,"OTHER ",1894,157.83333333333334
133,2017,12,"OTHER ",2007,167.25
135,2017,11,"OTHER ",2007,167.25
195,2017,10,"OTHER ",2007,167.25
198,2017,9,"OTHER ",2007,167.25
212,2017,8,"OTHER ",2007,167.25
173,2017,7,"OTHER ",2007,167.25
172,2017,6,"OTHER ",2007,167.25
197,2017,5,"OTHER ",2007,167.25
152,2017,4,"OTHER ",2007,167.25
145,2017,3,"OTHER ",2007,167.25
124,2017,2,"OTHER ",2007,167.25
171,2017,1,"OTHER ",2007,167.25
130,2016,12,"OTHER ",2039,169.91666666666666
147,2016,11,"OTHER ",2039,169.91666666666666
181,2016,10,"OTHER ",2039,169.91666666666666
163,2016,9,"OTHER ",2039,169.91666666666666
157,2016,8,"OTHER ",2039,169.91666666666666
180,2016,7,"OTHER ",2039,169.91666666666666
193,2016,6,"OTHER ",2039,169.91666666666666
179,2016,5,"OTHER ",2039,169.91666666666666
169,2016,4,"OTHER ",2039,169.91666666666666
186,2016,3,"OTHER ",2039,169.91666666666666
174,2016,2,"OTHER ",2039,169.91666666666666
180,2016,1,"OTHER ",2039,169.91666666666666
165,2015,12,"OTHER ",2410,200.83333333333334
161,2015,11,"OTHER ",2410,200.83333333333334
207,2015,10,"OTHER ",2410,200.83333333333334
195,2015,9,"OTHER ",2410,200.83333333333334
219,2015,8,"OTHER ",2410,200.83333333333334
241,2015,7,"OTHER ",2410,200.83333333333334
204,2015,6,"OTHER ",2410,200.83333333333334
234,2015,5,"OTHER ",2410,200.83333333333334
208,2015,4,"OTHER ",2410,200.83333333333334
202,2015,3,"OTHER ",2410,200.83333333333334
171,2015,2,"OTHER ",2410,200.83333333333334
203,2015,1,"OTHER ",2410,200.83333333333334
15,2022,5,"OTHER FIREARM",103,20.6
23,2022,4,"OTHER FIREARM",103,20.6
20,2022,3,"OTHER FIREARM",103,20.6
23,2022,2,"OTHER FIREARM",103,20.6
22,2022,1,"OTHER FIREARM",103,20.6
14,2021,12,"OTHER FIREARM",295,24.583333333333332
15,2021,11,"OTHER FIREARM",295,24.583333333333332
17,2021,10,"OTHER FIREARM",295,24.583333333333332
31,2021,9,"OTHER FIREARM",295,24.583333333333332
29,2021,8,"OTHER FIREARM",295,24.583333333333332
59,2021,7,"OTHER FIREARM",295,24.583333333333332
17,2021,6,"OTHER FIREARM",295,24.583333333333332
35,2021,5,"OTHER FIREARM",295,24.583333333333332
17,2021,4,"OTHER FIREARM",295,24.583333333333332
20,2021,3,"OTHER FIREARM",295,24.583333333333332
9,2021,2,"OTHER FIREARM",295,24.583333333333332
32,2021,1,"OTHER FIREARM",295,24.583333333333332
35,2020,12,"OTHER FIREARM",295,24.583333333333332
33,2020,11,"OTHER FIREARM",295,24.583333333333332
26,2020,10,"OTHER FIREARM",295,24.583333333333332
21,2020,9,"OTHER FIREARM",295,24.583333333333332
29,2020,8,"OTHER FIREARM",295,24.583333333333332
35,2020,7,"OTHER FIREARM",295,24.583333333333332
36,2020,6,"OTHER FIREARM",295,24.583333333333332
18,2020,5,"OTHER FIREARM",295,24.583333333333332
22,2020,4,"OTHER FIREARM",295,24.583333333333332
11,2020,3,"OTHER FIREARM",295,24.583333333333332
10,2020,2,"OTHER FIREARM",295,24.583333333333332
19,2020,1,"OTHER FIREARM",295,24.583333333333332
14,2019,12,"OTHER FIREARM",239,19.916666666666668
24,2019,11,"OTHER FIREARM",239,19.916666666666668
17,2019,10,"OTHER FIREARM",239,19.916666666666668
27,2019,9,"OTHER FIREARM",239,19.916666666666668
18,2019,8,"OTHER FIREARM",239,19.916666666666668
24,2019,7,"OTHER FIREARM",239,19.916666666666668
31,2019,6,"OTHER FIREARM",239,19.916666666666668
25,2019,5,"OTHER FIREARM",239,19.916666666666668
11,2019,4,"OTHER FIREARM",239,19.916666666666668
18,2019,3,"OTHER FIREARM",239,19.916666666666668
16,2019,2,"OTHER FIREARM",239,19.916666666666668
14,2019,1,"OTHER FIREARM",239,19.916666666666668
17,2018,12,"OTHER FIREARM",96,8.0
7,2018,11,"OTHER FIREARM",96,8.0
9,2018,10,"OTHER FIREARM",96,8.0
11,2018,9,"OTHER FIREARM",96,8.0
13,2018,8,"OTHER FIREARM",96,8.0
9,2018,7,"OTHER FIREARM",96,8.0
4,2018,6,"OTHER FIREARM",96,8.0
8,2018,5,"OTHER FIREARM",96,8.0
6,2018,4,"OTHER FIREARM",96,8.0
6,2018,3,"OTHER FIREARM",96,8.0
4,2018,2,"OTHER FIREARM",96,8.0
2,2018,1,"OTHER FIREARM",96,8.0
13,2017,12,"OTHER FIREARM",222,18.5
14,2017,11,"OTHER FIREARM",222,18.5
21,2017,10,"OTHER FIREARM",222,18.5
29,2017,9,"OTHER FIREARM",222,18.5
23,2017,8,"OTHER FIREARM",222,18.5
27,2017,7,"OTHER FIREARM",222,18.5
16,2017,6,"OTHER FIREARM",222,18.5
12,2017,5,"OTHER FIREARM",222,18.5
15,2017,4,"OTHER FIREARM",222,18.5
14,2017,3,"OTHER FIREARM",222,18.5
16,2017,2,"OTHER FIREARM",222,18.5
22,2017,1,"OTHER FIREARM",222,18.5
22,2016,12,"OTHER FIREARM",171,14.25
7,2016,11,"OTHER FIREARM",171,14.25
12,2016,10,"OTHER FIREARM",171,14.25
10,2016,9,"OTHER FIREARM",171,14.25
20,2016,8,"OTHER FIREARM",171,14.25
20,2016,7,"OTHER FIREARM",171,14.25
23,2016,6,"OTHER FIREARM",171,14.25
15,2016,5,"OTHER FIREARM",171,14.25
7,2016,4,"OTHER FIREARM",171,14.25
15,2016,3,"OTHER FIREARM",171,14.25
11,2016,2,"OTHER FIREARM",171,14.25
9,2016,1,"OTHER FIREARM",171,14.25
8,2015,12,"OTHER FIREARM",152,12.666666666666666
11,2015,11,"OTHER FIREARM",152,12.666666666666666
12,2015,10,"OTHER FIREARM",152,12.666666666666666
8,2015,9,"OTHER FIREARM",152,12.666666666666666
17,2015,8,"OTHER FIREARM",152,12.666666666666666
11,2015,7,"OTHER FIREARM",152,12.666666666666666
14,2015,6,"OTHER FIREARM",152,12.666666666666666
10,2015,5,"OTHER FIREARM",152,12.666666666666666
15,2015,4,"OTHER FIREARM",152,12.666666666666666
9,2015,3,"OTHER FIREARM",152,12.666666666666666
10,2015,2,"OTHER FIREARM",152,12.666666666666666
27,2015,1,"OTHER FIREARM",152,12.666666666666666
731,2022,5,"PERSONAL",5874,1174.8
1427,2022,4,"PERSONAL",5874,1174.8
1352,2022,3,"PERSONAL",5874,1174.8
1144,2022,2,"PERSONAL",5874,1174.8
1220,2022,1,"PERSONAL",5874,1174.8
1311,2021,12,"PERSONAL",16037,1336.4166666666667
1349,2021,11,"PERSONAL",16037,1336.4166666666667
1437,2021,10,"PERSONAL",16037,1336.4166666666667
1495,2021,9,"PERSONAL",16037,1336.4166666666667
1453,2021,8,"PERSONAL",16037,1336.4166666666667
1510,2021,7,"PERSONAL",16037,1336.4166666666667
1430,2021,6,"PERSONAL",16037,1336.4166666666667
1507,2021,5,"PERSONAL",16037,1336.4166666666667
1284,2021,4,"PERSONAL",16037,1336.4166666666667
1123,2021,3,"PERSONAL",16037,1336.4166666666667
1042,2021,2,"PERSONAL",16037,1336.4166666666667
1096,2021,1,"PERSONAL",16037,1336.4166666666667
1223,2020,12,"PERSONAL",15398,1283.1666666666667
1213,2020,11,"PERSONAL",15398,1283.1666666666667
1290,2020,10,"PERSONAL",15398,1283.1666666666667
1212,2020,9,"PERSONAL",15398,1283.1666666666667
1421,2020,8,"PERSONAL",15398,1283.1666666666667
1333,2020,7,"PERSONAL",15398,1283.1666666666667
1349,2020,6,"PERSONAL",15398,1283.1666666666667
1262,2020,5,"PERSONAL",15398,1283.1666666666667
1187,2020,4,"PERSONAL",15398,1283.1666666666667
1391,2020,3,"PERSONAL",15398,1283.1666666666667
1209,2020,2,"PERSONAL",15398,1283.1666666666667
1308,2020,1,"PERSONAL",15398,1283.1666666666667
1338,2019,12,"PERSONAL",16730,1394.1666666666667
1280,2019,11,"PERSONAL",16730,1394.1666666666667
1498,2019,10,"PERSONAL",16730,1394.1666666666667
1432,2019,9,"PERSONAL",16730,1394.1666666666667
1512,2019,8,"PERSONAL",16730,1394.1666666666667
1470,2019,7,"PERSONAL",16730,1394.1666666666667
1488,2019,6,"PERSONAL",16730,1394.1666666666667
1520,2019,5,"PERSONAL",16730,1394.1666666666667
1372,2019,4,"PERSONAL",16730,1394.1666666666667
1306,2019,3,"PERSONAL",16730,1394.1666666666667
1193,2019,2,"PERSONAL",16730,1394.1666666666667
1321,2019,1,"PERSONAL",16730,1394.1666666666667
1435,2018,12,"PERSONAL",18021,1501.75
1335,2018,11,"PERSONAL",18021,1501.75
1500,2018,10,"PERSONAL",18021,1501.75
1519,2018,9,"PERSONAL",18021,1501.75
1667,2018,8,"PERSONAL",18021,1501.75
1653,2018,7,"PERSONAL",18021,1501.75
1604,2018,6,"PERSONAL",18021,1501.75
1668,2018,5,"PERSONAL",18021,1501.75
1393,2018,4,"PERSONAL",18021,1501.75
1429,2018,3,"PERSONAL",18021,1501.75
1337,2018,2,"PERSONAL",18021,1501.75
1481,2018,1,"PERSONAL",18021,1501.75
1502,2017,12,"PERSONAL",18073,1506.0833333333333
1485,2017,11,"PERSONAL",18073,1506.0833333333333
1520,2017,10,"PERSONAL",18073,1506.0833333333333
1440,2017,9,"PERSONAL",18073,1506.0833333333333
1492,2017,8,"PERSONAL",18073,1506.0833333333333
1706,2017,7,"PERSONAL",18073,1506.0833333333333
1584,2017,6,"PERSONAL",18073,1506.0833333333333
1645,2017,5,"PERSONAL",18073,1506.0833333333333
1523,2017,4,"PERSONAL",18073,1506.0833333333333
1426,2017,3,"PERSONAL",18073,1506.0833333333333
1285,2017,2,"PERSONAL",18073,1506.0833333333333
1465,2017,1,"PERSONAL",18073,1506.0833333333333
1410,2016,12,"PERSONAL",19398,1616.5
1481,2016,11,"PERSONAL",19398,1616.5
1699,2016,10,"PERSONAL",19398,1616.5
1639,2016,9,"PERSONAL",19398,1616.5
1669,2016,8,"PERSONAL",19398,1616.5
