"incident_count","year_value","month_value","offense_desc","total_incidents_by_year","avg_incidents_by_month"
20,2021,3,"Death - Accidental  Acts",248,20.6666666666666667
16,2021,2,"Death - Accidental  Acts",248,20.6666666666666667
26,2021,1,"Death - Accidental  Acts",248,20.6666666666666667
9,2020,12,"Death - Accidental  Acts",285,23.7500000000000000
24,2020,11,"Death - Accidental  Acts",285,23.7500000000000000
18,2020,10,"Death - Accidental  Acts",285,23.7500000000000000
22,2020,9,"Death - Accidental  Acts",285,23.7500000000000000
24,2020,8,"Death - Accidental  Acts",285,23.7500000000000000
24,2020,7,"Death - Accidental  Acts",285,23.7500000000000000
23,2020,6,"Death - Accidental  Acts",285,23.7500000000000000
27,2020,5,"Death - Accidental  Acts",285,23.7500000000000000
30,2020,4,"Death - Accidental  Acts",285,23.7500000000000000
35,2020,3,"Death - Accidental  Acts",285,23.7500000000000000
17,2020,2,"Death - Accidental  Acts",285,23.7500000000000000
32,2020,1,"Death - Accidental  Acts",285,23.7500000000000000
24,2019,12,"Death - Accidental  Acts",259,21.5833333333333333
25,2019,11,"Death - Accidental  Acts",259,21.5833333333333333
22,2019,10,"Death - Accidental  Acts",259,21.5833333333333333
29,2019,9,"Death - Accidental  Acts",259,21.5833333333333333
25,2019,8,"Death - Accidental  Acts",259,21.5833333333333333
28,2019,7,"Death - Accidental  Acts",259,21.5833333333333333
23,2019,6,"Death - Accidental  Acts",259,21.5833333333333333
21,2019,5,"Death - Accidental  Acts",259,21.5833333333333333
12,2019,4,"Death - Accidental  Acts",259,21.5833333333333333
20,2019,3,"Death - Accidental  Acts",259,21.5833333333333333
12,2019,2,"Death - Accidental  Acts",259,21.5833333333333333
18,2019,1,"Death - Accidental  Acts",259,21.5833333333333333
14,2018,12,"Death - Accidental  Acts",198,16.5000000000000000
19,2018,11,"Death - Accidental  Acts",198,16.5000000000000000
18,2018,10,"Death - Accidental  Acts",198,16.5000000000000000
14,2018,9,"Death - Accidental  Acts",198,16.5000000000000000
19,2018,8,"Death - Accidental  Acts",198,16.5000000000000000
11,2018,7,"Death - Accidental  Acts",198,16.5000000000000000
17,2018,6,"Death - Accidental  Acts",198,16.5000000000000000
20,2018,5,"Death - Accidental  Acts",198,16.5000000000000000
17,2018,4,"Death - Accidental  Acts",198,16.5000000000000000
14,2018,3,"Death - Accidental  Acts",198,16.5000000000000000
19,2018,2,"Death - Accidental  Acts",198,16.5000000000000000
16,2018,1,"Death - Accidental  Acts",198,16.5000000000000000
24,2017,12,"Death - Accidental  Acts",183,15.2500000000000000
8,2017,11,"Death - Accidental  Acts",183,15.2500000000000000
9,2017,10,"Death - Accidental  Acts",183,15.2500000000000000
18,2017,9,"Death - Accidental  Acts",183,15.2500000000000000
12,2017,8,"Death - Accidental  Acts",183,15.2500000000000000
19,2017,7,"Death - Accidental  Acts",183,15.2500000000000000
15,2017,6,"Death - Accidental  Acts",183,15.2500000000000000
15,2017,5,"Death - Accidental  Acts",183,15.2500000000000000
20,2017,4,"Death - Accidental  Acts",183,15.2500000000000000
12,2017,3,"Death - Accidental  Acts",183,15.2500000000000000
17,2017,2,"Death - Accidental  Acts",183,15.2500000000000000
14,2017,1,"Death - Accidental  Acts",183,15.2500000000000000
10,2016,12,"Death - Accidental  Acts",148,12.3333333333333333
18,2016,11,"Death - Accidental  Acts",148,12.3333333333333333
16,2016,10,"Death - Accidental  Acts",148,12.3333333333333333
11,2016,9,"Death - Accidental  Acts",148,12.3333333333333333
17,2016,8,"Death - Accidental  Acts",148,12.3333333333333333
10,2016,7,"Death - Accidental  Acts",148,12.3333333333333333
5,2016,6,"Death - Accidental  Acts",148,12.3333333333333333
10,2016,5,"Death - Accidental  Acts",148,12.3333333333333333
14,2016,4,"Death - Accidental  Acts",148,12.3333333333333333
10,2016,3,"Death - Accidental  Acts",148,12.3333333333333333
13,2016,2,"Death - Accidental  Acts",148,12.3333333333333333
14,2016,1,"Death - Accidental  Acts",148,12.3333333333333333
12,2015,12,"Death - Accidental  Acts",118,9.8333333333333333
10,2015,11,"Death - Accidental  Acts",118,9.8333333333333333
11,2015,10,"Death - Accidental  Acts",118,9.8333333333333333
11,2015,9,"Death - Accidental  Acts",118,9.8333333333333333
10,2015,8,"Death - Accidental  Acts",118,9.8333333333333333
11,2015,7,"Death - Accidental  Acts",118,9.8333333333333333
11,2015,6,"Death - Accidental  Acts",118,9.8333333333333333
10,2015,5,"Death - Accidental  Acts",118,9.8333333333333333
8,2015,4,"Death - Accidental  Acts",118,9.8333333333333333
12,2015,3,"Death - Accidental  Acts",118,9.8333333333333333
6,2015,2,"Death - Accidental  Acts",118,9.8333333333333333
6,2015,1,"Death - Accidental  Acts",118,9.8333333333333333
20,2022,5,"Death - Natural  ",175,35.0000000000000000
26,2022,4,"Death - Natural  ",175,35.0000000000000000
31,2022,3,"Death - Natural  ",175,35.0000000000000000
31,2022,2,"Death - Natural  ",175,35.0000000000000000
67,2022,1,"Death - Natural  ",175,35.0000000000000000
58,2021,12,"Death - Natural  ",704,58.6666666666666667
51,2021,11,"Death - Natural  ",704,58.6666666666666667
52,2021,10,"Death - Natural  ",704,58.6666666666666667
59,2021,9,"Death - Natural  ",704,58.6666666666666667
55,2021,8,"Death - Natural  ",704,58.6666666666666667
62,2021,7,"Death - Natural  ",704,58.6666666666666667
55,2021,6,"Death - Natural  ",704,58.6666666666666667
57,2021,5,"Death - Natural  ",704,58.6666666666666667
53,2021,4,"Death - Natural  ",704,58.6666666666666667
63,2021,3,"Death - Natural  ",704,58.6666666666666667
59,2021,2,"Death - Natural  ",704,58.6666666666666667
80,2021,1,"Death - Natural  ",704,58.6666666666666667
75,2020,12,"Death - Natural  ",671,55.9166666666666667
53,2020,11,"Death - Natural  ",671,55.9166666666666667
56,2020,10,"Death - Natural  ",671,55.9166666666666667
54,2020,9,"Death - Natural  ",671,55.9166666666666667
44,2020,8,"Death - Natural  ",671,55.9166666666666667
58,2020,7,"Death - Natural  ",671,55.9166666666666667
62,2020,6,"Death - Natural  ",671,55.9166666666666667
60,2020,5,"Death - Natural  ",671,55.9166666666666667
61,2020,4,"Death - Natural  ",671,55.9166666666666667
56,2020,3,"Death - Natural  ",671,55.9166666666666667
50,2020,2,"Death - Natural  ",671,55.9166666666666667
42,2020,1,"Death - Natural  ",671,55.9166666666666667
47,2019,12,"Death - Natural  ",549,45.7500000000000000
43,2019,11,"Death - Natural  ",549,45.7500000000000000
45,2019,10,"Death - Natural  ",549,45.7500000000000000
59,2019,9,"Death - Natural  ",549,45.7500000000000000
40,2019,8,"Death - Natural  ",549,45.7500000000000000
37,2019,7,"Death - Natural  ",549,45.7500000000000000
46,2019,6,"Death - Natural  ",549,45.7500000000000000
64,2019,5,"Death - Natural  ",549,45.7500000000000000
49,2019,4,"Death - Natural  ",549,45.7500000000000000
35,2019,3,"Death - Natural  ",549,45.7500000000000000
42,2019,2,"Death - Natural  ",549,45.7500000000000000
42,2019,1,"Death - Natural  ",549,45.7500000000000000
54,2018,12,"Death - Natural  ",505,42.0833333333333333
45,2018,11,"Death - Natural  ",505,42.0833333333333333
37,2018,10,"Death - Natural  ",505,42.0833333333333333
42,2018,9,"Death - Natural  ",505,42.0833333333333333
31,2018,8,"Death - Natural  ",505,42.0833333333333333
47,2018,7,"Death - Natural  ",505,42.0833333333333333
35,2018,6,"Death - Natural  ",505,42.0833333333333333
32,2018,5,"Death - Natural  ",505,42.0833333333333333
41,2018,4,"Death - Natural  ",505,42.0833333333333333
42,2018,3,"Death - Natural  ",505,42.0833333333333333
50,2018,2,"Death - Natural  ",505,42.0833333333333333
49,2018,1,"Death - Natural  ",505,42.0833333333333333
48,2017,12,"Death - Natural  ",496,41.3333333333333333
46,2017,11,"Death - Natural  ",496,41.3333333333333333
37,2017,10,"Death - Natural  ",496,41.3333333333333333
49,2017,9,"Death - Natural  ",496,41.3333333333333333
44,2017,8,"Death - Natural  ",496,41.3333333333333333
42,2017,7,"Death - Natural  ",496,41.3333333333333333
36,2017,6,"Death - Natural  ",496,41.3333333333333333
35,2017,5,"Death - Natural  ",496,41.3333333333333333
34,2017,4,"Death - Natural  ",496,41.3333333333333333
41,2017,3,"Death - Natural  ",496,41.3333333333333333
41,2017,2,"Death - Natural  ",496,41.3333333333333333
43,2017,1,"Death - Natural  ",496,41.3333333333333333
49,2016,12,"Death - Natural  ",513,42.7500000000000000
45,2016,11,"Death - Natural  ",513,42.7500000000000000
41,2016,10,"Death - Natural  ",513,42.7500000000000000
40,2016,9,"Death - Natural  ",513,42.7500000000000000
49,2016,8,"Death - Natural  ",513,42.7500000000000000
41,2016,7,"Death - Natural  ",513,42.7500000000000000
39,2016,6,"Death - Natural  ",513,42.7500000000000000
47,2016,5,"Death - Natural  ",513,42.7500000000000000
31,2016,4,"Death - Natural  ",513,42.7500000000000000
39,2016,3,"Death - Natural  ",513,42.7500000000000000
37,2016,2,"Death - Natural  ",513,42.7500000000000000
55,2016,1,"Death - Natural  ",513,42.7500000000000000
54,2015,12,"Death - Natural  ",467,38.9166666666666667
42,2015,11,"Death - Natural  ",467,38.9166666666666667
41,2015,10,"Death - Natural  ",467,38.9166666666666667
32,2015,9,"Death - Natural  ",467,38.9166666666666667
30,2015,8,"Death - Natural  ",467,38.9166666666666667
35,2015,7,"Death - Natural  ",467,38.9166666666666667
23,2015,6,"Death - Natural  ",467,38.9166666666666667
37,2015,5,"Death - Natural  ",467,38.9166666666666667
48,2015,4,"Death - Natural  ",467,38.9166666666666667
39,2015,3,"Death - Natural  ",467,38.9166666666666667
33,2015,2,"Death - Natural  ",467,38.9166666666666667
53,2015,1,"Death - Natural  ",467,38.9166666666666667
34,2022,5,"Death - Other  ",313,62.6000000000000000
74,2022,4,"Death - Other  ",313,62.6000000000000000
73,2022,3,"Death - Other  ",313,62.6000000000000000
72,2022,2,"Death - Other  ",313,62.6000000000000000
60,2022,1,"Death - Other  ",313,62.6000000000000000
27,2021,12,"Death - Other  ",304,25.3333333333333333
34,2021,11,"Death - Other  ",304,25.3333333333333333
40,2021,10,"Death - Other  ",304,25.3333333333333333
28,2021,9,"Death - Other  ",304,25.3333333333333333
13,2021,8,"Death - Other  ",304,25.3333333333333333
20,2021,7,"Death - Other  ",304,25.3333333333333333
17,2021,6,"Death - Other  ",304,25.3333333333333333
31,2021,5,"Death - Other  ",304,25.3333333333333333
25,2021,4,"Death - Other  ",304,25.3333333333333333
19,2021,3,"Death - Other  ",304,25.3333333333333333
20,2021,2,"Death - Other  ",304,25.3333333333333333
30,2021,1,"Death - Other  ",304,25.3333333333333333
26,2020,12,"Death - Other  ",204,17.0000000000000000
25,2020,11,"Death - Other  ",204,17.0000000000000000
25,2020,10,"Death - Other  ",204,17.0000000000000000
16,2020,9,"Death - Other  ",204,17.0000000000000000
18,2020,8,"Death - Other  ",204,17.0000000000000000
15,2020,7,"Death - Other  ",204,17.0000000000000000
19,2020,6,"Death - Other  ",204,17.0000000000000000
17,2020,5,"Death - Other  ",204,17.0000000000000000
11,2020,4,"Death - Other  ",204,17.0000000000000000
14,2020,3,"Death - Other  ",204,17.0000000000000000
11,2020,2,"Death - Other  ",204,17.0000000000000000
7,2020,1,"Death - Other  ",204,17.0000000000000000
11,2019,12,"Death - Other  ",104,8.6666666666666667
11,2019,11,"Death - Other  ",104,8.6666666666666667
14,2019,10,"Death - Other  ",104,8.6666666666666667
8,2019,9,"Death - Other  ",104,8.6666666666666667
9,2019,8,"Death - Other  ",104,8.6666666666666667
9,2019,7,"Death - Other  ",104,8.6666666666666667
4,2019,6,"Death - Other  ",104,8.6666666666666667
11,2019,5,"Death - Other  ",104,8.6666666666666667
10,2019,4,"Death - Other  ",104,8.6666666666666667
4,2019,3,"Death - Other  ",104,8.6666666666666667
3,2019,2,"Death - Other  ",104,8.6666666666666667
10,2019,1,"Death - Other  ",104,8.6666666666666667
11,2018,12,"Death - Other  ",110,9.1666666666666667
9,2018,11,"Death - Other  ",110,9.1666666666666667
3,2018,10,"Death - Other  ",110,9.1666666666666667
11,2018,9,"Death - Other  ",110,9.1666666666666667
4,2018,8,"Death - Other  ",110,9.1666666666666667
10,2018,7,"Death - Other  ",110,9.1666666666666667
10,2018,6,"Death - Other  ",110,9.1666666666666667
9,2018,5,"Death - Other  ",110,9.1666666666666667
7,2018,4,"Death - Other  ",110,9.1666666666666667
10,2018,3,"Death - Other  ",110,9.1666666666666667
11,2018,2,"Death - Other  ",110,9.1666666666666667
15,2018,1,"Death - Other  ",110,9.1666666666666667
13,2017,12,"Death - Other  ",138,11.5000000000000000
10,2017,11,"Death - Other  ",138,11.5000000000000000
10,2017,10,"Death - Other  ",138,11.5000000000000000
14,2017,9,"Death - Other  ",138,11.5000000000000000
12,2017,8,"Death - Other  ",138,11.5000000000000000
11,2017,7,"Death - Other  ",138,11.5000000000000000
5,2017,6,"Death - Other  ",138,11.5000000000000000
9,2017,5,"Death - Other  ",138,11.5000000000000000
19,2017,4,"Death - Other  ",138,11.5000000000000000
11,2017,3,"Death - Other  ",138,11.5000000000000000
12,2017,2,"Death - Other  ",138,11.5000000000000000
12,2017,1,"Death - Other  ",138,11.5000000000000000
9,2016,12,"Death - Other  ",129,10.7500000000000000
9,2016,11,"Death - Other  ",129,10.7500000000000000
9,2016,10,"Death - Other  ",129,10.7500000000000000
6,2016,9,"Death - Other  ",129,10.7500000000000000
13,2016,8,"Death - Other  ",129,10.7500000000000000
13,2016,7,"Death - Other  ",129,10.7500000000000000
13,2016,6,"Death - Other  ",129,10.7500000000000000
8,2016,5,"Death - Other  ",129,10.7500000000000000
10,2016,4,"Death - Other  ",129,10.7500000000000000
14,2016,3,"Death - Other  ",129,10.7500000000000000
9,2016,2,"Death - Other  ",129,10.7500000000000000
16,2016,1,"Death - Other  ",129,10.7500000000000000
14,2015,12,"Death - Other  ",112,9.3333333333333333
9,2015,11,"Death - Other  ",112,9.3333333333333333
10,2015,10,"Death - Other  ",112,9.3333333333333333
10,2015,9,"Death - Other  ",112,9.3333333333333333
11,2015,8,"Death - Other  ",112,9.3333333333333333
10,2015,7,"Death - Other  ",112,9.3333333333333333
14,2015,6,"Death - Other  ",112,9.3333333333333333
6,2015,5,"Death - Other  ",112,9.3333333333333333
6,2015,4,"Death - Other  ",112,9.3333333333333333
8,2015,3,"Death - Other  ",112,9.3333333333333333
10,2015,2,"Death - Other  ",112,9.3333333333333333
4,2015,1,"Death - Other  ",112,9.3333333333333333
27,2016,12,"Death - Suicide  ",283,23.5833333333333333
20,2016,11,"Death - Suicide  ",283,23.5833333333333333
24,2016,10,"Death - Suicide  ",283,23.5833333333333333
20,2016,9,"Death - Suicide  ",283,23.5833333333333333
27,2016,8,"Death - Suicide  ",283,23.5833333333333333
21,2016,7,"Death - Suicide  ",283,23.5833333333333333
24,2016,6,"Death - Suicide  ",283,23.5833333333333333
26,2016,5,"Death - Suicide  ",283,23.5833333333333333
28,2016,4,"Death - Suicide  ",283,23.5833333333333333
13,2016,3,"Death - Suicide  ",283,23.5833333333333333
20,2016,2,"Death - Suicide  ",283,23.5833333333333333
33,2016,1,"Death - Suicide  ",283,23.5833333333333333
26,2015,12,"Death - Suicide  ",339,28.2500000000000000
27,2015,11,"Death - Suicide  ",339,28.2500000000000000
21,2015,10,"Death - Suicide  ",339,28.2500000000000000
36,2015,9,"Death - Suicide  ",339,28.2500000000000000
40,2015,8,"Death - Suicide  ",339,28.2500000000000000
36,2015,7,"Death - Suicide  ",339,28.2500000000000000
22,2015,6,"Death - Suicide  ",339,28.2500000000000000
41,2015,5,"Death - Suicide  ",339,28.2500000000000000
17,2015,4,"Death - Suicide  ",339,28.2500000000000000
22,2015,3,"Death - Suicide  ",339,28.2500000000000000
30,2015,2,"Death - Suicide  ",339,28.2500000000000000
21,2015,1,"Death - Suicide  ",339,28.2500000000000000
295,2022,5,"Destruction or Vandalism of Property",3042,608.4000000000000000
682,2022,4,"Destruction or Vandalism of Property",3042,608.4000000000000000
660,2022,3,"Destruction or Vandalism of Property",3042,608.4000000000000000
674,2022,2,"Destruction or Vandalism of Property",3042,608.4000000000000000
731,2022,1,"Destruction or Vandalism of Property",3042,608.4000000000000000
715,2021,12,"Destruction or Vandalism of Property",8305,692.0833333333333333
681,2021,11,"Destruction or Vandalism of Property",8305,692.0833333333333333
766,2021,10,"Destruction or Vandalism of Property",8305,692.0833333333333333
699,2021,9,"Destruction or Vandalism of Property",8305,692.0833333333333333
750,2021,8,"Destruction or Vandalism of Property",8305,692.0833333333333333
922,2021,7,"Destruction or Vandalism of Property",8305,692.0833333333333333
729,2021,6,"Destruction or Vandalism of Property",8305,692.0833333333333333
706,2021,5,"Destruction or Vandalism of Property",8305,692.0833333333333333
646,2021,4,"Destruction or Vandalism of Property",8305,692.0833333333333333
548,2021,3,"Destruction or Vandalism of Property",8305,692.0833333333333333
521,2021,2,"Destruction or Vandalism of Property",8305,692.0833333333333333
622,2021,1,"Destruction or Vandalism of Property",8305,692.0833333333333333
668,2020,12,"Destruction or Vandalism of Property",8527,710.5833333333333333
753,2020,11,"Destruction or Vandalism of Property",8527,710.5833333333333333
795,2020,10,"Destruction or Vandalism of Property",8527,710.5833333333333333
686,2020,9,"Destruction or Vandalism of Property",8527,710.5833333333333333
885,2020,8,"Destruction or Vandalism of Property",8527,710.5833333333333333
893,2020,7,"Destruction or Vandalism of Property",8527,710.5833333333333333
850,2020,6,"Destruction or Vandalism of Property",8527,710.5833333333333333
687,2020,5,"Destruction or Vandalism of Property",8527,710.5833333333333333
548,2020,4,"Destruction or Vandalism of Property",8527,710.5833333333333333
553,2020,3,"Destruction or Vandalism of Property",8527,710.5833333333333333
590,2020,2,"Destruction or Vandalism of Property",8527,710.5833333333333333
619,2020,1,"Destruction or Vandalism of Property",8527,710.5833333333333333
578,2019,12,"Destruction or Vandalism of Property",7685,640.4166666666666667
571,2019,11,"Destruction or Vandalism of Property",7685,640.4166666666666667
720,2019,10,"Destruction or Vandalism of Property",7685,640.4166666666666667
636,2019,9,"Destruction or Vandalism of Property",7685,640.4166666666666667
722,2019,8,"Destruction or Vandalism of Property",7685,640.4166666666666667
706,2019,7,"Destruction or Vandalism of Property",7685,640.4166666666666667
704,2019,6,"Destruction or Vandalism of Property",7685,640.4166666666666667
705,2019,5,"Destruction or Vandalism of Property",7685,640.4166666666666667
628,2019,4,"Destruction or Vandalism of Property",7685,640.4166666666666667
610,2019,3,"Destruction or Vandalism of Property",7685,640.4166666666666667
523,2019,2,"Destruction or Vandalism of Property",7685,640.4166666666666667
582,2019,1,"Destruction or Vandalism of Property",7685,640.4166666666666667
603,2018,12,"Destruction or Vandalism of Property",7449,620.7500000000000000
572,2018,11,"Destruction or Vandalism of Property",7449,620.7500000000000000
661,2018,10,"Destruction or Vandalism of Property",7449,620.7500000000000000
651,2018,9,"Destruction or Vandalism of Property",7449,620.7500000000000000
626,2018,8,"Destruction or Vandalism of Property",7449,620.7500000000000000
675,2018,7,"Destruction or Vandalism of Property",7449,620.7500000000000000
733,2018,6,"Destruction or Vandalism of Property",7449,620.7500000000000000
614,2018,5,"Destruction or Vandalism of Property",7449,620.7500000000000000
585,2018,4,"Destruction or Vandalism of Property",7449,620.7500000000000000
582,2018,3,"Destruction or Vandalism of Property",7449,620.7500000000000000
531,2018,2,"Destruction or Vandalism of Property",7449,620.7500000000000000
616,2018,1,"Destruction or Vandalism of Property",7449,620.7500000000000000
649,2017,12,"Destruction or Vandalism of Property",8269,689.0833333333333333
655,2017,11,"Destruction or Vandalism of Property",8269,689.0833333333333333
746,2017,10,"Destruction or Vandalism of Property",8269,689.0833333333333333
723,2017,9,"Destruction or Vandalism of Property",8269,689.0833333333333333
750,2017,8,"Destruction or Vandalism of Property",8269,689.0833333333333333
791,2017,7,"Destruction or Vandalism of Property",8269,689.0833333333333333
728,2017,6,"Destruction or Vandalism of Property",8269,689.0833333333333333
763,2017,5,"Destruction or Vandalism of Property",8269,689.0833333333333333
664,2017,4,"Destruction or Vandalism of Property",8269,689.0833333333333333
604,2017,3,"Destruction or Vandalism of Property",8269,689.0833333333333333
562,2017,2,"Destruction or Vandalism of Property",8269,689.0833333333333333
634,2017,1,"Destruction or Vandalism of Property",8269,689.0833333333333333
539,2016,12,"Destruction or Vandalism of Property",7881,656.7500000000000000
602,2016,11,"Destruction or Vandalism of Property",7881,656.7500000000000000
760,2016,10,"Destruction or Vandalism of Property",7881,656.7500000000000000
691,2016,9,"Destruction or Vandalism of Property",7881,656.7500000000000000
655,2016,8,"Destruction or Vandalism of Property",7881,656.7500000000000000
726,2016,7,"Destruction or Vandalism of Property",7881,656.7500000000000000
678,2016,6,"Destruction or Vandalism of Property",7881,656.7500000000000000
705,2016,5,"Destruction or Vandalism of Property",7881,656.7500000000000000
684,2016,4,"Destruction or Vandalism of Property",7881,656.7500000000000000
682,2016,3,"Destruction or Vandalism of Property",7881,656.7500000000000000
571,2016,2,"Destruction or Vandalism of Property",7881,656.7500000000000000
588,2016,1,"Destruction or Vandalism of Property",7881,656.7500000000000000
633,2015,12,"Destruction or Vandalism of Property",7963,663.5833333333333333
590,2015,11,"Destruction or Vandalism of Property",7963,663.5833333333333333
648,2015,10,"Destruction or Vandalism of Property",7963,663.5833333333333333
597,2015,9,"Destruction or Vandalism of Property",7963,663.5833333333333333
707,2015,8,"Destruction or Vandalism of Property",7963,663.5833333333333333
773,2015,7,"Destruction or Vandalism of Property",7963,663.5833333333333333
697,2015,6,"Destruction or Vandalism of Property",7963,663.5833333333333333
768,2015,5,"Destruction or Vandalism of Property",7963,663.5833333333333333
752,2015,4,"Destruction or Vandalism of Property",7963,663.5833333333333333
671,2015,3,"Destruction or Vandalism of Property",7963,663.5833333333333333
487,2015,2,"Destruction or Vandalism of Property",7963,663.5833333333333333
640,2015,1,"Destruction or Vandalism of Property",7963,663.5833333333333333
6,2022,4,"Disorderly Conduct   ",21,5.2500000000000000
5,2022,3,"Disorderly Conduct   ",21,5.2500000000000000
3,2022,2,"Disorderly Conduct   ",21,5.2500000000000000
7,2022,1,"Disorderly Conduct   ",21,5.2500000000000000
1,2021,12,"Disorderly Conduct   ",55,5.0000000000000000
6,2021,11,"Disorderly Conduct   ",55,5.0000000000000000
4,2021,10,"Disorderly Conduct   ",55,5.0000000000000000
6,2021,9,"Disorderly Conduct   ",55,5.0000000000000000
7,2021,8,"Disorderly Conduct   ",55,5.0000000000000000
12,2021,7,"Disorderly Conduct   ",55,5.0000000000000000
3,2021,6,"Disorderly Conduct   ",55,5.0000000000000000
7,2021,5,"Disorderly Conduct   ",55,5.0000000000000000
2,2021,3,"Disorderly Conduct   ",55,5.0000000000000000
5,2021,2,"Disorderly Conduct   ",55,5.0000000000000000
2,2021,1,"Disorderly Conduct   ",55,5.0000000000000000
6,2020,12,"Disorderly Conduct   ",40,4.0000000000000000
2,2020,11,"Disorderly Conduct   ",40,4.0000000000000000
4,2020,8,"Disorderly Conduct   ",40,4.0000000000000000
4,2020,7,"Disorderly Conduct   ",40,4.0000000000000000
2,2020,6,"Disorderly Conduct   ",40,4.0000000000000000
9,2020,5,"Disorderly Conduct   ",40,4.0000000000000000
4,2020,4,"Disorderly Conduct   ",40,4.0000000000000000
4,2020,3,"Disorderly Conduct   ",40,4.0000000000000000
2,2020,2,"Disorderly Conduct   ",40,4.0000000000000000
3,2020,1,"Disorderly Conduct   ",40,4.0000000000000000
7,2019,12,"Disorderly Conduct   ",44,3.6666666666666667
2,2019,11,"Disorderly Conduct   ",44,3.6666666666666667
5,2019,10,"Disorderly Conduct   ",44,3.6666666666666667
6,2019,9,"Disorderly Conduct   ",44,3.6666666666666667
2,2019,8,"Disorderly Conduct   ",44,3.6666666666666667
3,2019,7,"Disorderly Conduct   ",44,3.6666666666666667
3,2019,6,"Disorderly Conduct   ",44,3.6666666666666667
1,2019,5,"Disorderly Conduct   ",44,3.6666666666666667
2,2019,4,"Disorderly Conduct   ",44,3.6666666666666667
3,2019,3,"Disorderly Conduct   ",44,3.6666666666666667
4,2019,2,"Disorderly Conduct   ",44,3.6666666666666667
6,2019,1,"Disorderly Conduct   ",44,3.6666666666666667
7,2018,12,"Disorderly Conduct   ",66,6.0000000000000000
6,2018,11,"Disorderly Conduct   ",66,6.0000000000000000
4,2018,10,"Disorderly Conduct   ",66,6.0000000000000000
6,2018,9,"Disorderly Conduct   ",66,6.0000000000000000
3,2018,8,"Disorderly Conduct   ",66,6.0000000000000000
1,2018,6,"Disorderly Conduct   ",66,6.0000000000000000
7,2018,5,"Disorderly Conduct   ",66,6.0000000000000000
5,2018,4,"Disorderly Conduct   ",66,6.0000000000000000
11,2018,3,"Disorderly Conduct   ",66,6.0000000000000000
13,2018,2,"Disorderly Conduct   ",66,6.0000000000000000
3,2018,1,"Disorderly Conduct   ",66,6.0000000000000000
2,2017,12,"Disorderly Conduct   ",48,4.0000000000000000
2,2017,11,"Disorderly Conduct   ",48,4.0000000000000000
9,2017,10,"Disorderly Conduct   ",48,4.0000000000000000
1,2017,9,"Disorderly Conduct   ",48,4.0000000000000000
4,2017,8,"Disorderly Conduct   ",48,4.0000000000000000
7,2017,7,"Disorderly Conduct   ",48,4.0000000000000000
4,2017,6,"Disorderly Conduct   ",48,4.0000000000000000
3,2017,5,"Disorderly Conduct   ",48,4.0000000000000000
7,2017,4,"Disorderly Conduct   ",48,4.0000000000000000
4,2017,3,"Disorderly Conduct   ",48,4.0000000000000000
2,2017,2,"Disorderly Conduct   ",48,4.0000000000000000
3,2017,1,"Disorderly Conduct   ",48,4.0000000000000000
5,2016,12,"Disorderly Conduct   ",45,3.7500000000000000
6,2016,11,"Disorderly Conduct   ",45,3.7500000000000000
7,2016,10,"Disorderly Conduct   ",45,3.7500000000000000
6,2016,9,"Disorderly Conduct   ",45,3.7500000000000000
4,2016,8,"Disorderly Conduct   ",45,3.7500000000000000
1,2016,7,"Disorderly Conduct   ",45,3.7500000000000000
2,2016,6,"Disorderly Conduct   ",45,3.7500000000000000
3,2016,5,"Disorderly Conduct   ",45,3.7500000000000000
3,2016,4,"Disorderly Conduct   ",45,3.7500000000000000
1,2016,3,"Disorderly Conduct   ",45,3.7500000000000000
1,2016,2,"Disorderly Conduct   ",45,3.7500000000000000
6,2016,1,"Disorderly Conduct   ",45,3.7500000000000000
5,2015,12,"Disorderly Conduct   ",31,2.8181818181818182
4,2015,11,"Disorderly Conduct   ",31,2.8181818181818182
3,2015,10,"Disorderly Conduct   ",31,2.8181818181818182
2,2015,9,"Disorderly Conduct   ",31,2.8181818181818182
3,2015,8,"Disorderly Conduct   ",31,2.8181818181818182
2,2015,7,"Disorderly Conduct   ",31,2.8181818181818182
2,2015,6,"Disorderly Conduct   ",31,2.8181818181818182
4,2015,5,"Disorderly Conduct   ",31,2.8181818181818182
1,2015,4,"Disorderly Conduct   ",31,2.8181818181818182
3,2015,3,"Disorderly Conduct   ",31,2.8181818181818182
2,2015,1,"Disorderly Conduct   ",31,2.8181818181818182
58,2022,5,"Drug Equipment Violations  ",525,105.0000000000000000
122,2022,4,"Drug Equipment Violations  ",525,105.0000000000000000
136,2022,3,"Drug Equipment Violations  ",525,105.0000000000000000
103,2022,2,"Drug Equipment Violations  ",525,105.0000000000000000
106,2022,1,"Drug Equipment Violations  ",525,105.0000000000000000
116,2021,12,"Drug Equipment Violations  ",1469,122.4166666666666667
108,2021,11,"Drug Equipment Violations  ",1469,122.4166666666666667
125,2021,10,"Drug Equipment Violations  ",1469,122.4166666666666667
140,2021,9,"Drug Equipment Violations  ",1469,122.4166666666666667
149,2021,8,"Drug Equipment Violations  ",1469,122.4166666666666667
162,2021,7,"Drug Equipment Violations  ",1469,122.4166666666666667
139,2021,6,"Drug Equipment Violations  ",1469,122.4166666666666667
118,2021,5,"Drug Equipment Violations  ",1469,122.4166666666666667
