"incident_count","year_value","month_value","offense_desc","total_incidents_by_year","avg_incidents_by_month"
7,2022,5,"Accidental Injury   ",81,16.2000000000000000
25,2022,4,"Accidental Injury   ",81,16.2000000000000000
18,2022,3,"Accidental Injury   ",81,16.2000000000000000
20,2022,2,"Accidental Injury   ",81,16.2000000000000000
11,2022,1,"Accidental Injury   ",81,16.2000000000000000
12,2021,12,"Accidental Injury   ",211,17.5833333333333333
19,2021,11,"Accidental Injury   ",211,17.5833333333333333
17,2021,10,"Accidental Injury   ",211,17.5833333333333333
18,2021,9,"Accidental Injury   ",211,17.5833333333333333
12,2021,8,"Accidental Injury   ",211,17.5833333333333333
19,2021,7,"Accidental Injury   ",211,17.5833333333333333
22,2021,6,"Accidental Injury   ",211,17.5833333333333333
21,2021,5,"Accidental Injury   ",211,17.5833333333333333
21,2021,4,"Accidental Injury   ",211,17.5833333333333333
22,2021,3,"Accidental Injury   ",211,17.5833333333333333
11,2021,2,"Accidental Injury   ",211,17.5833333333333333
17,2021,1,"Accidental Injury   ",211,17.5833333333333333
12,2020,12,"Accidental Injury   ",226,18.8333333333333333
19,2020,11,"Accidental Injury   ",226,18.8333333333333333
13,2020,10,"Accidental Injury   ",226,18.8333333333333333
20,2020,9,"Accidental Injury   ",226,18.8333333333333333
18,2020,8,"Accidental Injury   ",226,18.8333333333333333
17,2020,7,"Accidental Injury   ",226,18.8333333333333333
24,2020,6,"Accidental Injury   ",226,18.8333333333333333
23,2020,5,"Accidental Injury   ",226,18.8333333333333333
19,2020,4,"Accidental Injury   ",226,18.8333333333333333
19,2020,3,"Accidental Injury   ",226,18.8333333333333333
23,2020,2,"Accidental Injury   ",226,18.8333333333333333
19,2020,1,"Accidental Injury   ",226,18.8333333333333333
19,2019,12,"Accidental Injury   ",259,21.5833333333333333
18,2019,11,"Accidental Injury   ",259,21.5833333333333333
25,2019,10,"Accidental Injury   ",259,21.5833333333333333
16,2019,9,"Accidental Injury   ",259,21.5833333333333333
16,2019,8,"Accidental Injury   ",259,21.5833333333333333
21,2019,7,"Accidental Injury   ",259,21.5833333333333333
26,2019,6,"Accidental Injury   ",259,21.5833333333333333
19,2019,5,"Accidental Injury   ",259,21.5833333333333333
29,2019,4,"Accidental Injury   ",259,21.5833333333333333
21,2019,3,"Accidental Injury   ",259,21.5833333333333333
20,2019,2,"Accidental Injury   ",259,21.5833333333333333
29,2019,1,"Accidental Injury   ",259,21.5833333333333333
21,2018,12,"Accidental Injury   ",259,21.5833333333333333
16,2018,11,"Accidental Injury   ",259,21.5833333333333333
23,2018,10,"Accidental Injury   ",259,21.5833333333333333
25,2018,9,"Accidental Injury   ",259,21.5833333333333333
24,2018,8,"Accidental Injury   ",259,21.5833333333333333
18,2018,7,"Accidental Injury   ",259,21.5833333333333333
23,2018,6,"Accidental Injury   ",259,21.5833333333333333
29,2018,5,"Accidental Injury   ",259,21.5833333333333333
22,2018,4,"Accidental Injury   ",259,21.5833333333333333
22,2018,3,"Accidental Injury   ",259,21.5833333333333333
17,2018,2,"Accidental Injury   ",259,21.5833333333333333
19,2018,1,"Accidental Injury   ",259,21.5833333333333333
22,2017,12,"Accidental Injury   ",246,20.5000000000000000
18,2017,11,"Accidental Injury   ",246,20.5000000000000000
15,2017,10,"Accidental Injury   ",246,20.5000000000000000
22,2017,9,"Accidental Injury   ",246,20.5000000000000000
23,2017,8,"Accidental Injury   ",246,20.5000000000000000
18,2017,7,"Accidental Injury   ",246,20.5000000000000000
15,2017,6,"Accidental Injury   ",246,20.5000000000000000
18,2017,5,"Accidental Injury   ",246,20.5000000000000000
26,2017,4,"Accidental Injury   ",246,20.5000000000000000
28,2017,3,"Accidental Injury   ",246,20.5000000000000000
23,2017,2,"Accidental Injury   ",246,20.5000000000000000
18,2017,1,"Accidental Injury   ",246,20.5000000000000000
20,2016,12,"Accidental Injury   ",279,23.2500000000000000
19,2016,11,"Accidental Injury   ",279,23.2500000000000000
23,2016,10,"Accidental Injury   ",279,23.2500000000000000
25,2016,9,"Accidental Injury   ",279,23.2500000000000000
25,2016,8,"Accidental Injury   ",279,23.2500000000000000
21,2016,7,"Accidental Injury   ",279,23.2500000000000000
22,2016,6,"Accidental Injury   ",279,23.2500000000000000
29,2016,5,"Accidental Injury   ",279,23.2500000000000000
23,2016,4,"Accidental Injury   ",279,23.2500000000000000
26,2016,3,"Accidental Injury   ",279,23.2500000000000000
24,2016,2,"Accidental Injury   ",279,23.2500000000000000
22,2016,1,"Accidental Injury   ",279,23.2500000000000000
26,2015,12,"Accidental Injury   ",327,27.2500000000000000
27,2015,11,"Accidental Injury   ",327,27.2500000000000000
35,2015,10,"Accidental Injury   ",327,27.2500000000000000
26,2015,9,"Accidental Injury   ",327,27.2500000000000000
23,2015,8,"Accidental Injury   ",327,27.2500000000000000
32,2015,7,"Accidental Injury   ",327,27.2500000000000000
29,2015,6,"Accidental Injury   ",327,27.2500000000000000
27,2015,5,"Accidental Injury   ",327,27.2500000000000000
27,2015,4,"Accidental Injury   ",327,27.2500000000000000
28,2015,3,"Accidental Injury   ",327,27.2500000000000000
18,2015,2,"Accidental Injury   ",327,27.2500000000000000
29,2015,1,"Accidental Injury   ",327,27.2500000000000000
248,2022,5,"Aggravated Assault   ",2012,402.4000000000000000
479,2022,4,"Aggravated Assault   ",2012,402.4000000000000000
459,2022,3,"Aggravated Assault   ",2012,402.4000000000000000
405,2022,2,"Aggravated Assault   ",2012,402.4000000000000000
421,2022,1,"Aggravated Assault   ",2012,402.4000000000000000
517,2021,12,"Aggravated Assault   ",5639,469.9166666666666667
436,2021,11,"Aggravated Assault   ",5639,469.9166666666666667
518,2021,10,"Aggravated Assault   ",5639,469.9166666666666667
491,2021,9,"Aggravated Assault   ",5639,469.9166666666666667
533,2021,8,"Aggravated Assault   ",5639,469.9166666666666667
537,2021,7,"Aggravated Assault   ",5639,469.9166666666666667
509,2021,6,"Aggravated Assault   ",5639,469.9166666666666667
491,2021,5,"Aggravated Assault   ",5639,469.9166666666666667
425,2021,4,"Aggravated Assault   ",5639,469.9166666666666667
406,2021,3,"Aggravated Assault   ",5639,469.9166666666666667
385,2021,2,"Aggravated Assault   ",5639,469.9166666666666667
391,2021,1,"Aggravated Assault   ",5639,469.9166666666666667
422,2020,12,"Aggravated Assault   ",5376,448.0000000000000000
444,2020,11,"Aggravated Assault   ",5376,448.0000000000000000
494,2020,10,"Aggravated Assault   ",5376,448.0000000000000000
482,2020,9,"Aggravated Assault   ",5376,448.0000000000000000
497,2020,8,"Aggravated Assault   ",5376,448.0000000000000000
530,2020,7,"Aggravated Assault   ",5376,448.0000000000000000
538,2020,6,"Aggravated Assault   ",5376,448.0000000000000000
542,2020,5,"Aggravated Assault   ",5376,448.0000000000000000
362,2020,4,"Aggravated Assault   ",5376,448.0000000000000000
402,2020,3,"Aggravated Assault   ",5376,448.0000000000000000
280,2020,2,"Aggravated Assault   ",5376,448.0000000000000000
383,2020,1,"Aggravated Assault   ",5376,448.0000000000000000
367,2019,12,"Aggravated Assault   ",4443,370.2500000000000000
358,2019,11,"Aggravated Assault   ",4443,370.2500000000000000
391,2019,10,"Aggravated Assault   ",4443,370.2500000000000000
398,2019,9,"Aggravated Assault   ",4443,370.2500000000000000
366,2019,8,"Aggravated Assault   ",4443,370.2500000000000000
470,2019,7,"Aggravated Assault   ",4443,370.2500000000000000
430,2019,6,"Aggravated Assault   ",4443,370.2500000000000000
431,2019,5,"Aggravated Assault   ",4443,370.2500000000000000
365,2019,4,"Aggravated Assault   ",4443,370.2500000000000000
308,2019,3,"Aggravated Assault   ",4443,370.2500000000000000
253,2019,2,"Aggravated Assault   ",4443,370.2500000000000000
306,2019,1,"Aggravated Assault   ",4443,370.2500000000000000
340,2018,12,"Aggravated Assault   ",4438,369.8333333333333333
353,2018,11,"Aggravated Assault   ",4438,369.8333333333333333
359,2018,10,"Aggravated Assault   ",4438,369.8333333333333333
385,2018,9,"Aggravated Assault   ",4438,369.8333333333333333
387,2018,8,"Aggravated Assault   ",4438,369.8333333333333333
428,2018,7,"Aggravated Assault   ",4438,369.8333333333333333
386,2018,6,"Aggravated Assault   ",4438,369.8333333333333333
407,2018,5,"Aggravated Assault   ",4438,369.8333333333333333
330,2018,4,"Aggravated Assault   ",4438,369.8333333333333333
352,2018,3,"Aggravated Assault   ",4438,369.8333333333333333
352,2018,2,"Aggravated Assault   ",4438,369.8333333333333333
359,2018,1,"Aggravated Assault   ",4438,369.8333333333333333
305,2017,12,"Aggravated Assault   ",4547,378.9166666666666667
319,2017,11,"Aggravated Assault   ",4547,378.9166666666666667
375,2017,10,"Aggravated Assault   ",4547,378.9166666666666667
370,2017,9,"Aggravated Assault   ",4547,378.9166666666666667
443,2017,8,"Aggravated Assault   ",4547,378.9166666666666667
456,2017,7,"Aggravated Assault   ",4547,378.9166666666666667
433,2017,6,"Aggravated Assault   ",4547,378.9166666666666667
437,2017,5,"Aggravated Assault   ",4547,378.9166666666666667
393,2017,4,"Aggravated Assault   ",4547,378.9166666666666667
344,2017,3,"Aggravated Assault   ",4547,378.9166666666666667
284,2017,2,"Aggravated Assault   ",4547,378.9166666666666667
388,2017,1,"Aggravated Assault   ",4547,378.9166666666666667
326,2016,12,"Aggravated Assault   ",4300,358.3333333333333333
329,2016,11,"Aggravated Assault   ",4300,358.3333333333333333
378,2016,10,"Aggravated Assault   ",4300,358.3333333333333333
371,2016,9,"Aggravated Assault   ",4300,358.3333333333333333
372,2016,8,"Aggravated Assault   ",4300,358.3333333333333333
382,2016,7,"Aggravated Assault   ",4300,358.3333333333333333
420,2016,6,"Aggravated Assault   ",4300,358.3333333333333333
394,2016,5,"Aggravated Assault   ",4300,358.3333333333333333
360,2016,4,"Aggravated Assault   ",4300,358.3333333333333333
393,2016,3,"Aggravated Assault   ",4300,358.3333333333333333
313,2016,2,"Aggravated Assault   ",4300,358.3333333333333333
262,2016,1,"Aggravated Assault   ",4300,358.3333333333333333
312,2015,12,"Aggravated Assault   ",4329,360.7500000000000000
331,2015,11,"Aggravated Assault   ",4329,360.7500000000000000
383,2015,10,"Aggravated Assault   ",4329,360.7500000000000000
367,2015,9,"Aggravated Assault   ",4329,360.7500000000000000
455,2015,8,"Aggravated Assault   ",4329,360.7500000000000000
430,2015,7,"Aggravated Assault   ",4329,360.7500000000000000
424,2015,6,"Aggravated Assault   ",4329,360.7500000000000000
432,2015,5,"Aggravated Assault   ",4329,360.7500000000000000
325,2015,4,"Aggravated Assault   ",4329,360.7500000000000000
342,2015,3,"Aggravated Assault   ",4329,360.7500000000000000
240,2015,2,"Aggravated Assault   ",4329,360.7500000000000000
288,2015,1,"Aggravated Assault   ",4329,360.7500000000000000
125,2022,5,"All Other Larceny  ",1075,215.0000000000000000
256,2022,4,"All Other Larceny  ",1075,215.0000000000000000
235,2022,3,"All Other Larceny  ",1075,215.0000000000000000
248,2022,2,"All Other Larceny  ",1075,215.0000000000000000
211,2022,1,"All Other Larceny  ",1075,215.0000000000000000
263,2021,12,"All Other Larceny  ",3256,271.3333333333333333
263,2021,11,"All Other Larceny  ",3256,271.3333333333333333
264,2021,10,"All Other Larceny  ",3256,271.3333333333333333
289,2021,9,"All Other Larceny  ",3256,271.3333333333333333
280,2021,8,"All Other Larceny  ",3256,271.3333333333333333
331,2021,7,"All Other Larceny  ",3256,271.3333333333333333
314,2021,6,"All Other Larceny  ",3256,271.3333333333333333
276,2021,5,"All Other Larceny  ",3256,271.3333333333333333
252,2021,4,"All Other Larceny  ",3256,271.3333333333333333
245,2021,3,"All Other Larceny  ",3256,271.3333333333333333
217,2021,2,"All Other Larceny  ",3256,271.3333333333333333
262,2021,1,"All Other Larceny  ",3256,271.3333333333333333
280,2020,12,"All Other Larceny  ",3661,305.0833333333333333
304,2020,11,"All Other Larceny  ",3661,305.0833333333333333
366,2020,10,"All Other Larceny  ",3661,305.0833333333333333
300,2020,9,"All Other Larceny  ",3661,305.0833333333333333
346,2020,8,"All Other Larceny  ",3661,305.0833333333333333
359,2020,7,"All Other Larceny  ",3661,305.0833333333333333
265,2020,6,"All Other Larceny  ",3661,305.0833333333333333
299,2020,5,"All Other Larceny  ",3661,305.0833333333333333
324,2020,4,"All Other Larceny  ",3661,305.0833333333333333
316,2020,3,"All Other Larceny  ",3661,305.0833333333333333
240,2020,2,"All Other Larceny  ",3661,305.0833333333333333
262,2020,1,"All Other Larceny  ",3661,305.0833333333333333
286,2019,12,"All Other Larceny  ",3265,272.0833333333333333
257,2019,11,"All Other Larceny  ",3265,272.0833333333333333
354,2019,10,"All Other Larceny  ",3265,272.0833333333333333
358,2019,9,"All Other Larceny  ",3265,272.0833333333333333
326,2019,8,"All Other Larceny  ",3265,272.0833333333333333
313,2019,7,"All Other Larceny  ",3265,272.0833333333333333
261,2019,6,"All Other Larceny  ",3265,272.0833333333333333
276,2019,5,"All Other Larceny  ",3265,272.0833333333333333
227,2019,4,"All Other Larceny  ",3265,272.0833333333333333
238,2019,3,"All Other Larceny  ",3265,272.0833333333333333
175,2019,2,"All Other Larceny  ",3265,272.0833333333333333
194,2019,1,"All Other Larceny  ",3265,272.0833333333333333
230,2018,12,"All Other Larceny  ",2724,227.0000000000000000
213,2018,11,"All Other Larceny  ",2724,227.0000000000000000
239,2018,10,"All Other Larceny  ",2724,227.0000000000000000
217,2018,9,"All Other Larceny  ",2724,227.0000000000000000
268,2018,8,"All Other Larceny  ",2724,227.0000000000000000
308,2018,7,"All Other Larceny  ",2724,227.0000000000000000
260,2018,6,"All Other Larceny  ",2724,227.0000000000000000
252,2018,5,"All Other Larceny  ",2724,227.0000000000000000
214,2018,4,"All Other Larceny  ",2724,227.0000000000000000
200,2018,3,"All Other Larceny  ",2724,227.0000000000000000
153,2018,2,"All Other Larceny  ",2724,227.0000000000000000
170,2018,1,"All Other Larceny  ",2724,227.0000000000000000
217,2017,12,"All Other Larceny  ",2619,218.2500000000000000
222,2017,11,"All Other Larceny  ",2619,218.2500000000000000
234,2017,10,"All Other Larceny  ",2619,218.2500000000000000
242,2017,9,"All Other Larceny  ",2619,218.2500000000000000
263,2017,8,"All Other Larceny  ",2619,218.2500000000000000
257,2017,7,"All Other Larceny  ",2619,218.2500000000000000
229,2017,6,"All Other Larceny  ",2619,218.2500000000000000
235,2017,5,"All Other Larceny  ",2619,218.2500000000000000
179,2017,4,"All Other Larceny  ",2619,218.2500000000000000
199,2017,3,"All Other Larceny  ",2619,218.2500000000000000
165,2017,2,"All Other Larceny  ",2619,218.2500000000000000
177,2017,1,"All Other Larceny  ",2619,218.2500000000000000
189,2016,12,"All Other Larceny  ",2486,207.1666666666666667
182,2016,11,"All Other Larceny  ",2486,207.1666666666666667
196,2016,10,"All Other Larceny  ",2486,207.1666666666666667
192,2016,9,"All Other Larceny  ",2486,207.1666666666666667
271,2016,8,"All Other Larceny  ",2486,207.1666666666666667
248,2016,7,"All Other Larceny  ",2486,207.1666666666666667
264,2016,6,"All Other Larceny  ",2486,207.1666666666666667
238,2016,5,"All Other Larceny  ",2486,207.1666666666666667
227,2016,4,"All Other Larceny  ",2486,207.1666666666666667
176,2016,3,"All Other Larceny  ",2486,207.1666666666666667
156,2016,2,"All Other Larceny  ",2486,207.1666666666666667
147,2016,1,"All Other Larceny  ",2486,207.1666666666666667
204,2015,12,"All Other Larceny  ",2770,230.8333333333333333
219,2015,11,"All Other Larceny  ",2770,230.8333333333333333
230,2015,10,"All Other Larceny  ",2770,230.8333333333333333
248,2015,9,"All Other Larceny  ",2770,230.8333333333333333
308,2015,8,"All Other Larceny  ",2770,230.8333333333333333
284,2015,7,"All Other Larceny  ",2770,230.8333333333333333
254,2015,6,"All Other Larceny  ",2770,230.8333333333333333
286,2015,5,"All Other Larceny  ",2770,230.8333333333333333
229,2015,4,"All Other Larceny  ",2770,230.8333333333333333
180,2015,3,"All Other Larceny  ",2770,230.8333333333333333
136,2015,2,"All Other Larceny  ",2770,230.8333333333333333
192,2015,1,"All Other Larceny  ",2770,230.8333333333333333
11,2022,5,"All Other Offenses  ",88,17.6000000000000000
16,2022,4,"All Other Offenses  ",88,17.6000000000000000
25,2022,3,"All Other Offenses  ",88,17.6000000000000000
22,2022,2,"All Other Offenses  ",88,17.6000000000000000
14,2022,1,"All Other Offenses  ",88,17.6000000000000000
29,2021,12,"All Other Offenses  ",238,19.8333333333333333
9,2021,11,"All Other Offenses  ",238,19.8333333333333333
19,2021,10,"All Other Offenses  ",238,19.8333333333333333
15,2021,9,"All Other Offenses  ",238,19.8333333333333333
10,2021,8,"All Other Offenses  ",238,19.8333333333333333
15,2021,7,"All Other Offenses  ",238,19.8333333333333333
21,2021,6,"All Other Offenses  ",238,19.8333333333333333
19,2021,5,"All Other Offenses  ",238,19.8333333333333333
29,2021,4,"All Other Offenses  ",238,19.8333333333333333
20,2021,3,"All Other Offenses  ",238,19.8333333333333333
25,2021,2,"All Other Offenses  ",238,19.8333333333333333
27,2021,1,"All Other Offenses  ",238,19.8333333333333333
42,2020,12,"All Other Offenses  ",196,16.3333333333333333
19,2020,11,"All Other Offenses  ",196,16.3333333333333333
22,2020,10,"All Other Offenses  ",196,16.3333333333333333
19,2020,9,"All Other Offenses  ",196,16.3333333333333333
15,2020,8,"All Other Offenses  ",196,16.3333333333333333
14,2020,7,"All Other Offenses  ",196,16.3333333333333333
5,2020,6,"All Other Offenses  ",196,16.3333333333333333
17,2020,5,"All Other Offenses  ",196,16.3333333333333333
12,2020,4,"All Other Offenses  ",196,16.3333333333333333
8,2020,3,"All Other Offenses  ",196,16.3333333333333333
12,2020,2,"All Other Offenses  ",196,16.3333333333333333
11,2020,1,"All Other Offenses  ",196,16.3333333333333333
12,2019,12,"All Other Offenses  ",124,10.3333333333333333
17,2019,11,"All Other Offenses  ",124,10.3333333333333333
21,2019,10,"All Other Offenses  ",124,10.3333333333333333
10,2019,9,"All Other Offenses  ",124,10.3333333333333333
5,2019,8,"All Other Offenses  ",124,10.3333333333333333
9,2019,7,"All Other Offenses  ",124,10.3333333333333333
18,2019,6,"All Other Offenses  ",124,10.3333333333333333
9,2019,5,"All Other Offenses  ",124,10.3333333333333333
7,2019,4,"All Other Offenses  ",124,10.3333333333333333
8,2019,3,"All Other Offenses  ",124,10.3333333333333333
4,2019,2,"All Other Offenses  ",124,10.3333333333333333
4,2019,1,"All Other Offenses  ",124,10.3333333333333333
4,2018,12,"All Other Offenses  ",78,6.5000000000000000
7,2018,11,"All Other Offenses  ",78,6.5000000000000000
4,2018,10,"All Other Offenses  ",78,6.5000000000000000
5,2018,9,"All Other Offenses  ",78,6.5000000000000000
3,2018,8,"All Other Offenses  ",78,6.5000000000000000
3,2018,7,"All Other Offenses  ",78,6.5000000000000000
4,2018,6,"All Other Offenses  ",78,6.5000000000000000
11,2018,5,"All Other Offenses  ",78,6.5000000000000000
9,2018,4,"All Other Offenses  ",78,6.5000000000000000
9,2018,3,"All Other Offenses  ",78,6.5000000000000000
12,2018,2,"All Other Offenses  ",78,6.5000000000000000
7,2018,1,"All Other Offenses  ",78,6.5000000000000000
9,2017,12,"All Other Offenses  ",80,6.6666666666666667
7,2017,11,"All Other Offenses  ",80,6.6666666666666667
7,2017,10,"All Other Offenses  ",80,6.6666666666666667
9,2017,9,"All Other Offenses  ",80,6.6666666666666667
3,2017,8,"All Other Offenses  ",80,6.6666666666666667
5,2017,7,"All Other Offenses  ",80,6.6666666666666667
8,2017,6,"All Other Offenses  ",80,6.6666666666666667
11,2017,5,"All Other Offenses  ",80,6.6666666666666667
4,2017,4,"All Other Offenses  ",80,6.6666666666666667
8,2017,3,"All Other Offenses  ",80,6.6666666666666667
5,2017,2,"All Other Offenses  ",80,6.6666666666666667
4,2017,1,"All Other Offenses  ",80,6.6666666666666667
5,2016,12,"All Other Offenses  ",133,11.0833333333333333
12,2016,11,"All Other Offenses  ",133,11.0833333333333333
11,2016,10,"All Other Offenses  ",133,11.0833333333333333
14,2016,9,"All Other Offenses  ",133,11.0833333333333333
13,2016,8,"All Other Offenses  ",133,11.0833333333333333
8,2016,7,"All Other Offenses  ",133,11.0833333333333333
15,2016,6,"All Other Offenses  ",133,11.0833333333333333
6,2016,5,"All Other Offenses  ",133,11.0833333333333333
14,2016,4,"All Other Offenses  ",133,11.0833333333333333
12,2016,3,"All Other Offenses  ",133,11.0833333333333333
10,2016,2,"All Other Offenses  ",133,11.0833333333333333
13,2016,1,"All Other Offenses  ",133,11.0833333333333333
6,2015,12,"All Other Offenses  ",120,10.0000000000000000
11,2015,11,"All Other Offenses  ",120,10.0000000000000000
14,2015,10,"All Other Offenses  ",120,10.0000000000000000
12,2015,9,"All Other Offenses  ",120,10.0000000000000000
7,2015,8,"All Other Offenses  ",120,10.0000000000000000
18,2015,7,"All Other Offenses  ",120,10.0000000000000000
11,2015,6,"All Other Offenses  ",120,10.0000000000000000
5,2015,5,"All Other Offenses  ",120,10.0000000000000000
9,2015,4,"All Other Offenses  ",120,10.0000000000000000
5,2015,3,"All Other Offenses  ",120,10.0000000000000000
4,2015,2,"All Other Offenses  ",120,10.0000000000000000
18,2015,1,"All Other Offenses  ",120,10.0000000000000000
4,2022,5,"Arson    ",32,6.4000000000000000
9,2022,4,"Arson    ",32,6.4000000000000000
3,2022,3,"Arson    ",32,6.4000000000000000
8,2022,2,"Arson    ",32,6.4000000000000000
8,2022,1,"Arson    ",32,6.4000000000000000
14,2021,12,"Arson    ",96,8.0000000000000000
9,2021,11,"Arson    ",96,8.0000000000000000
10,2021,10,"Arson    ",96,8.0000000000000000
7,2021,9,"Arson    ",96,8.0000000000000000
6,2021,8,"Arson    ",96,8.0000000000000000
12,2021,7,"Arson    ",96,8.0000000000000000
6,2021,6,"Arson    ",96,8.0000000000000000
14,2021,5,"Arson    ",96,8.0000000000000000
8,2021,4,"Arson    ",96,8.0000000000000000
4,2021,3,"Arson    ",96,8.0000000000000000
3,2021,2,"Arson    ",96,8.0000000000000000
3,2021,1,"Arson    ",96,8.0000000000000000
14,2020,12,"Arson    ",114,9.5000000000000000
9,2020,11,"Arson    ",114,9.5000000000000000
8,2020,10,"Arson    ",114,9.5000000000000000
10,2020,9,"Arson    ",114,9.5000000000000000
15,2020,8,"Arson    ",114,9.5000000000000000
7,2020,7,"Arson    ",114,9.5000000000000000
8,2020,6,"Arson    ",114,9.5000000000000000
8,2020,5,"Arson    ",114,9.5000000000000000
9,2020,4,"Arson    ",114,9.5000000000000000
9,2020,3,"Arson    ",114,9.5000000000000000
6,2020,2,"Arson    ",114,9.5000000000000000
11,2020,1,"Arson    ",114,9.5000000000000000
10,2019,12,"Arson    ",66,5.5000000000000000
7,2019,11,"Arson    ",66,5.5000000000000000
5,2019,10,"Arson    ",66,5.5000000000000000
5,2019,9,"Arson    ",66,5.5000000000000000
4,2019,8,"Arson    ",66,5.5000000000000000
10,2019,7,"Arson    ",66,5.5000000000000000
10,2019,6,"Arson    ",66,5.5000000000000000
1,2019,5,"Arson    ",66,5.5000000000000000
1,2019,4,"Arson    ",66,5.5000000000000000
4,2019,3,"Arson    ",66,5.5000000000000000
5,2019,2,"Arson    ",66,5.5000000000000000
4,2019,1,"Arson    ",66,5.5000000000000000
7,2018,12,"Arson    ",76,6.3333333333333333
3,2018,11,"Arson    ",76,6.3333333333333333
8,2018,10,"Arson    ",76,6.3333333333333333
9,2018,9,"Arson    ",76,6.3333333333333333
7,2018,8,"Arson    ",76,6.3333333333333333
9,2018,7,"Arson    ",76,6.3333333333333333
11,2018,6,"Arson    ",76,6.3333333333333333
2,2018,5,"Arson    ",76,6.3333333333333333
5,2018,4,"Arson    ",76,6.3333333333333333
4,2018,3,"Arson    ",76,6.3333333333333333
6,2018,2,"Arson    ",76,6.3333333333333333
5,2018,1,"Arson    ",76,6.3333333333333333
9,2017,12,"Arson    ",83,6.9166666666666667
4,2017,11,"Arson    ",83,6.9166666666666667
11,2017,10,"Arson    ",83,6.9166666666666667
2,2017,9,"Arson    ",83,6.9166666666666667
12,2017,8,"Arson    ",83,6.9166666666666667
1,2017,7,"Arson    ",83,6.9166666666666667
5,2017,6,"Arson    ",83,6.9166666666666667
11,2017,5,"Arson    ",83,6.9166666666666667
11,2017,4,"Arson    ",83,6.9166666666666667
6,2017,3,"Arson    ",83,6.9166666666666667
5,2017,2,"Arson    ",83,6.9166666666666667
6,2017,1,"Arson    ",83,6.9166666666666667
8,2016,12,"Arson    ",87,7.2500000000000000
5,2016,11,"Arson    ",87,7.2500000000000000
6,2016,10,"Arson    ",87,7.2500000000000000
5,2016,9,"Arson    ",87,7.2500000000000000
11,2016,8,"Arson    ",87,7.2500000000000000
8,2016,7,"Arson    ",87,7.2500000000000000
5,2016,6,"Arson    ",87,7.2500000000000000
5,2016,5,"Arson    ",87,7.2500000000000000
11,2016,4,"Arson    ",87,7.2500000000000000
7,2016,3,"Arson    ",87,7.2500000000000000
9,2016,2,"Arson    ",87,7.2500000000000000
7,2016,1,"Arson    ",87,7.2500000000000000
5,2015,12,"Arson    ",64,5.3333333333333333
3,2015,11,"Arson    ",64,5.3333333333333333
8,2015,10,"Arson    ",64,5.3333333333333333
5,2015,9,"Arson    ",64,5.3333333333333333
6,2015,8,"Arson    ",64,5.3333333333333333
7,2015,7,"Arson    ",64,5.3333333333333333
6,2015,6,"Arson    ",64,5.3333333333333333
5,2015,5,"Arson    ",64,5.3333333333333333
7,2015,4,"Arson    ",64,5.3333333333333333
6,2015,3,"Arson    ",64,5.3333333333333333
2,2015,2,"Arson    ",64,5.3333333333333333
4,2015,1,"Arson    ",64,5.3333333333333333
2,2021,11,"Assisting or Promoting Prostitution ",4,1.3333333333333333
1,2021,8,"Assisting or Promoting Prostitution ",4,1.3333333333333333
1,2021,1,"Assisting or Promoting Prostitution ",4,1.3333333333333333
2,2020,11,"Assisting or Promoting Prostitution ",2,2.0000000000000000
1,2019,12,"Assisting or Promoting Prostitution ",2,1.00000000000000000000
1,2019,4,"Assisting or Promoting Prostitution ",2,1.00000000000000000000
1,2018,8,"Assisting or Promoting Prostitution ",3,1.00000000000000000000
1,2018,7,"Assisting or Promoting Prostitution ",3,1.00000000000000000000
1,2018,5,"Assisting or Promoting Prostitution ",3,1.00000000000000000000
1,2017,10,"Assisting or Promoting Prostitution ",6,1.5000000000000000
2,2017,9,"Assisting or Promoting Prostitution ",6,1.5000000000000000
1,2017,4,"Assisting or Promoting Prostitution ",6,1.5000000000000000
2,2017,1,"Assisting or Promoting Prostitution ",6,1.5000000000000000
2,2016,12,"Assisting or Promoting Prostitution ",13,1.8571428571428571
2,2016,11,"Assisting or Promoting Prostitution ",13,1.8571428571428571
2,2016,10,"Assisting or Promoting Prostitution ",13,1.8571428571428571
1,2016,6,"Assisting or Promoting Prostitution ",13,1.8571428571428571
2,2016,5,"Assisting or Promoting Prostitution ",13,1.8571428571428571
3,2016,4,"Assisting or Promoting Prostitution ",13,1.8571428571428571
1,2016,2,"Assisting or Promoting Prostitution ",13,1.8571428571428571
1,2015,12,"Assisting or Promoting Prostitution ",12,1.5000000000000000
1,2015,11,"Assisting or Promoting Prostitution ",12,1.5000000000000000
1,2015,8,"Assisting or Promoting Prostitution ",12,1.5000000000000000
1,2015,7,"Assisting or Promoting Prostitution ",12,1.5000000000000000
4,2015,5,"Assisting or Promoting Prostitution ",12,1.5000000000000000
2,2015,4,"Assisting or Promoting Prostitution ",12,1.5000000000000000
1,2015,3,"Assisting or Promoting Prostitution ",12,1.5000000000000000
1,2015,2,"Assisting or Promoting Prostitution ",12,1.5000000000000000
2,2022,4,"Bad Checks   ",9,2.2500000000000000
3,2022,3,"Bad Checks   ",9,2.2500000000000000
1,2022,2,"Bad Checks   ",9,2.2500000000000000
3,2022,1,"Bad Checks   ",9,2.2500000000000000
5,2021,12,"Bad Checks   ",30,3.3333333333333333
